Country,Subject Descriptor,Subject Notes,Units,2013,2014,2015,2016,2017,2018,2019,2020
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.669,0.604,2.056,1.825,2.200,2.200,2.200,2.200
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.000,0.971,2.723,3.784,3.999,4.052,4.031,4.039
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.815,0.500,2.200,2.300,2.500,2.500,2.300,2.200
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.843,1.045,1.152,1.851,2.202,3.108,3.647,2.991
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.607,8.477,6.046,5.294,4.730,4.415,4.088,3.894
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.690,4.775,4.375,4.033,4.033,4.033,4.033,4.033
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.400,8.170,7.020,6.000,6.000,6.000,6.000,6.000
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.002,4.228,6.155,7.000,3.400,6.600,3.400,6.000
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.103,3.300,3.100,3.000,2.900,2.800,2.800,2.600
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.293,5.044,4.809,4.750,5.000,5.000,5.000,5.000
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.496,24.870,26.650,8.709,7.155,4.960,4.951,4.953
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.727,2.228,2.200,2.284,2.525,2.656,2.834,3.040
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.088,0.944,0.500,1.900,2.000,2.000,2.000,2.000
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.317,0.874,0.535,2.107,2.543,2.452,2.261,2.336
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.525,8.258,7.426,7.284,6.997,6.680,6.416,6.309
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.238,9.809,9.378,9.535,10.000,10.000,10.000,10.000
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.500,1.074,2.200,2.500,3.200,3.200,3.200,2.900
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,56.193,68.540,94.907,78.442,75.879,74.657,76.286,74.373
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.036,1.900,3.100,3.400,3.500,3.700,3.800,3.800
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.140,10.005,8.045,7.037,6.037,6.037,6.037,6.000
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.140,8.248,7.000,6.000,5.000,5.000,5.000,5.000
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.331,-0.796,-0.542,0.500,1.200,1.000,1.000,1.000
