WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	Estimates Start After 
119	PRICENPQ	Major advanced economies (G7)	Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne		U.S. dollars	Units																																										
119	PBARL	Major advanced economies (G7)	Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne		U.S. dollars	Units																																										
119	PVOILW	Major advanced economies (G7)	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100																																											
119	PSOYB	Major advanced economies (G7)	Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne		U.S. dollars	Units																																										
119	PSMEA	Major advanced economies (G7)	Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne		U.S. dollars	Units																																										
119	PSOIL	Major advanced economies (G7)	Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne		U.S. dollars	Units																																										
119	PROIL	Major advanced economies (G7)	Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton		U.S. dollars	Units																																										
119	PPOIL	Major advanced economies (G7)	Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne		U.S. dollars	Units																																										
119	PSUNO	Major advanced economies (G7)	Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units																																										
119	POLVOIL	Major advanced economies (G7)	Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne		U.S. dollars	Units																																										
119	PFISH	Major advanced economies (G7)	Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne		U.S. dollars	Units																																										
119	PGNUTS	Major advanced economies (G7)	Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne		U.S. dollars	Units																																										
119	PMEATW	Major advanced economies (G7)	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100																																											
119	PBEEF	Major advanced economies (G7)	Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound		U.S. cents	Units																																										
119	PLAMB	Major advanced economies (G7)	Lamb, frozen carcass Smithfield London, US cents per pound		U.S. cents	Units																																										
119	PPORK	Major advanced economies (G7)	Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound		U.S. cents	Units																																										
119	PPOULT	Major advanced economies (G7)	Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound		U.S. cents	Units																																										
119	PSEAFW	Major advanced economies (G7)	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100																																											
119	PSALM	Major advanced economies (G7)	Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram		U.S. dollars	Units																																										
119	PSHRI	Major advanced economies (G7)	Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram		U.S. dollars	Units																																										
119	PSUGAW	Major advanced economies (G7)	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100																																											
119	PSUGAISA	Major advanced economies (G7)	Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound		U.S. cents	Units																																										
119	PSUGAUSA	Major advanced economies (G7)	Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound		U.S. cents	Units																																										
119	PSUGAEEC	Major advanced economies (G7)	Sugar, European import price, CIF Europe, US cents per pound		U.S. cents	Units																																										
119	PBANSOP	Major advanced economies (G7)	Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PORANG	Major advanced economies (G7)	Oranges, miscellaneous oranges French import price, US$ per metric tonne		U.S. dollars	Units																																										
119	PBEVEW	Major advanced economies (G7)	Commodity Beverage Price Index includes Coffee, Tea, and Cocoa		Index, 2005=100																																											
119	PCOFFW	Major advanced economies (G7)	Commodity Coffee Price Index includes Other Mild Arabicas and Robusta		Index, 2005=100																																											
119	PCOFFOTM	Major advanced economies (G7)	Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																										
119	PCOFFROB	Major advanced economies (G7)	Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																										
119	PCOCO	Major advanced economies (G7)	Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PTEA	Major advanced economies (G7)	Tea, Mombasa, Kenya, Auction Price, US cents per kilogram		U.S. cents	Units																																										
119	PRAWMW	Major advanced economies (G7)	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																											
119	PTIMBW	Major advanced economies (G7)	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																											
119	PHARDW	Major advanced economies (G7)	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																											
119	PLOGSK	Major advanced economies (G7)	Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter		U.S. dollars	Units																																										
119	PSAWMAL	Major advanced economies (G7)	Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter		U.S. dollars	Units																																										
119	PSOFTW	Major advanced economies (G7)	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																											
119	PLOGORE	Major advanced economies (G7)	Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter		U.S. dollars	Units																																										
119	PSAWORE	Major advanced economies (G7)	Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter		U.S. dollars	Units																																										
119	PCOTTIND	Major advanced economies (G7)	Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound		U.S. cents	Units																																										
119	PWOOLW	Major advanced economies (G7)	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																											
119	PWOOLF	Major advanced economies (G7)	Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																										
119	PWOOLC	Major advanced economies (G7)	Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																										
119	PRUBB	Major advanced economies (G7)	Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound		U.S. cents	Units																																										
119	PHIDE	Major advanced economies (G7)	Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound		U.S. cents	Units																																										
119	PMETAW	Major advanced economies (G7)	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																											
119	PCOPP	Major advanced economies (G7)	Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PALUM	Major advanced economies (G7)	Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PIORECR	Major advanced economies (G7)	Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton		U.S. dollars	Units																																										
119	PTIN	Major advanced economies (G7)	Tin, standard grade, LME spot price, US$ per metric tonne		U.S. dollars	Units																																										
119	PNICK	Major advanced economies (G7)	Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PZINC	Major advanced economies (G7)	Zinc, high grade 98% pure, US$ per metric tonne		U.S. dollars	Units																																										
119	PLEAD	Major advanced economies (G7)	Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne		U.S. dollars	Units																																										
119	PURAN	Major advanced economies (G7)	Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound		U.S. dollars	Units																																										
123	NGDP_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change			3.588	3.854	2.375	4.049	6.535	4.343	5.835	6.601	5.324	4.833	4.713	3.713	3.928	4.214	6.171	5.226	4.800	4.382	0.628	5.420	5.828	1.737	3.964	2.693	4.918	4.219	4.843	5.055	1.698	-1.142	5.823	3.325	1.931	2.268	3.032	3.205	3.277	3.326	3.331	3.364	
123	NGDP_RPCHMK	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change (market exchange rates)																																											
123	NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, current prices		U.S. dollars	Billions		738.492	754.809	748.935	746.191	781.240	776.453	947.498	1,168.146	1,377.008	1,500.801	1,726.033	1,835.631	1,957.741	1,933.042	2,172.175	2,559.797	2,732.390	2,645.149	2,376.017	2,539.945	2,614.732	2,513.932	2,736.534	3,161.728	3,617.512	3,982.004	4,314.503	4,938.977	5,228.397	4,780.837	5,511.630	6,299.976	6,345.707	6,555.208	6,729.243	7,052.013	7,402.734	7,798.266	8,230.794	8,677.833	
123	NGDP_D	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, deflator		Index, 2000=100			25.622	29.695	33.715	37.936	45.693	52.379	55.732	58.978	62.815	67.000	71.316	75.773	78.813	82.192	85.468	88.968	92.221	95.064	97.479	97.773	100.000	102.089	103.646	105.124	107.362	109.024	110.909	113.833	117.012	118.663	121.112	122.955	124.499	126.386	128.075	129.927	132.214	134.682	137.372	140.103	
123	NGAP_NPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Output gap		Percent of potential GDP																																											
123	PPPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		685.187	777.320	844.418	911.672	1,005.146	1,081.929	1,166.291	1,272.753	1,385.549	1,507.730	1,635.679	1,749.581	1,871.828	1,995.220	2,162.337	2,454.741	2,618.541	2,780.060	2,822.591	3,015.285	3,261.906	3,393.303	3,580.041	3,749.405	4,043.860	4,345.816	4,695.059	5,062.171	5,247.711	5,224.205	5,588.457	5,886.776	6,104.478	6,336.615	6,628.155	6,961.454	7,325.734	7,720.339	8,136.449	8,580.719	
123	PPPPC	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units		6,275.389	7,019.822	7,522.714	8,026.939	8,754.503	9,334.099	9,969.575	10,773.328	11,600.273	12,489.926	13,401.385	14,172.281	14,680.636	15,481.811	16,599.417	17,296.388	18,266.308	19,222.090	19,366.338	20,547.127	22,052.759	22,782.723	23,894.521	24,889.950	26,694.109	28,521.857	30,565.550	32,674.722	33,506.716	33,055.306	35,100.683	36,660.970	37,703.986	38,868.169	40,380.055	42,125.058	44,035.784	46,096.579	48,254.855	50,547.420	
123	PPPSH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			5.971	6.067	6.171	6.240	6.338	6.361	6.502	6.669	6.716	6.778	6.870	6.971	6.641	6.773	6.966	7.471	7.546	7.562	7.406	7.531	7.608	7.568	7.653	7.571	7.567	7.538	7.515	7.503	7.437	7.397	7.441	7.416	7.332	7.284	7.276	7.232	7.188	7.147	7.109	7.076	
123	NID_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Investment		Percent of GDP			27.270	26.297	25.436	24.377	25.819	25.421	25.110	25.491	26.783	27.784	27.309	26.207	25.337	25.451	26.526	27.221	26.762	26.677	24.558	24.493	25.259	23.428	23.119	23.069	24.032	24.374	24.848	25.548	25.733	22.444	23.922	24.360	24.524	23.762	23.771	23.867	23.959	24.058	24.223	24.395	
123	NGSD_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross national savings		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	25.805	25.602	26.627	27.095	27.503	27.088	27.299	27.088	26.911	27.863	26.884	26.385	26.960	27.439	27.941	28.707	28.996	29.122	26.643	28.208	28.464	28.415	28.344	28.116	27.838	27.794	27.802	27.790	27.805	
123	PCPIPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, average consumer prices		Percent change			26.533	16.977	13.522	12.280	19.052	16.711	6.005	5.389	5.902	6.372	7.253	6.512	4.207	4.491	4.214	4.254	3.736	2.834	3.190	0.897	2.092	2.546	1.747	1.672	1.933	2.052	2.079	2.091	4.382	1.318	2.192	3.089	2.028	1.503	1.752	2.359	2.456	2.440	2.445	2.445	
123	PCPIEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.368	6.978	5.443	3.554	4.123	4.159	4.159	3.478	3.127	2.107	1.186	2.547	1.628	2.280	1.430	1.977	2.220	1.834	3.476	3.023	1.590	2.507	2.968	1.724	1.453	2.007	2.450	2.451	2.451	2.440	2.447	
123	FLIBOR3	Other advanced economies (Advanced economies excluding G7 and euro area)	Three-month London interbank offered rate (LIBOR)		Percent																																											
123	TRADEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Trade volume of goods and services		Percent change																																											
123	TM_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of imports of goods and services		Percent change			n/a	-1.197	-1.833	-0.349	8.076	3.377	15.636	14.522	13.231	7.470	8.441	6.510	7.728	4.882	12.959	14.221	7.532	7.100	-2.073	6.193	12.954	-4.786	6.936	10.100	14.690	7.638	9.054	10.048	4.210	-11.615	15.431	5.909	1.804	2.785	4.734	5.824	6.836	7.017	6.941	6.989	
123	TMG_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of imports of goods		Percent change			n/a	3.041	1.651	3.031	10.812	3.997	8.966	12.165	14.177	8.199	6.807	7.926	6.906	7.367	13.994	16.001	6.809	7.199	-3.242	5.956	13.723	-5.461	6.934	10.159	14.972	7.472	9.165	9.087	3.244	-12.012	16.907	6.158	1.046	2.939	4.846	5.856	7.090	7.295	7.204	7.251	
123	TX_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of exports of goods and services		Percent change			n/a	1.528	-1.583	3.790	8.727	4.985	15.279	15.425	11.054	3.507	7.850	7.054	8.877	5.469	10.552	13.561	7.688	8.394	1.953	7.609	12.889	-2.612	6.769	10.910	14.337	7.739	9.269	9.470	4.082	-8.152	13.444	5.923	1.804	3.703	5.626	6.094	6.631	6.588	6.451	6.530	
123	TXG_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Volume of exports of goods		Percent change			n/a	6.825	2.003	10.191	11.629	5.785	9.636	13.591	11.657	4.272	6.146	7.676	7.733	9.109	11.085	16.047	7.297	8.358	2.321	6.919	13.823	-2.774	7.200	11.830	15.047	7.924	9.025	7.938	3.342	-8.967	14.742	6.830	1.760	3.476	5.535	6.234	6.904	6.819	6.662	6.747	
123	TTPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Terms of trade of goods and services		Percent change			n/a	-0.523	0.586	0.468	1.356	-1.239	1.427	0.866	0.945	1.697	0.060	0.275	-0.572	0.903	0.206	-0.209	0.288	-0.356	0.195	-1.368	-0.002	-0.736	0.262	0.187	-0.371	0.134	-0.058	0.231	-0.845	-0.557	1.188	-0.528	-0.857	0.469	-0.929	-0.762	-0.230	0.035	0.090	0.026	
123	TTTPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Terms of trade of goods		Percent change			n/a	-1.691	0.689	-0.755	3.313	-0.454	1.381	0.363	1.642	2.298	-0.378	0.997	-0.206	-1.025	0.424	0.062	0.022	-0.083	-0.293	-1.067	-0.580	-0.754	-0.009	-0.829	-0.699	-0.334	-0.291	-0.044	-1.775	0.387	1.090	-1.122	-2.107	0.665	-1.012	-0.874	-0.176	0.117	0.143	0.092	
123	TXGM_D	Other advanced economies (Advanced economies excluding G7 and euro area)	Export price of manufactures		U.S. dollars; index, 2000=100																																											
123	TXGM_DPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Export price of manufactures		U.S. dollars; annual percent change																																											
123	LUR	Other advanced economies (Advanced economies excluding G7 and euro area)	Unemployment rate		Percent of total labor force			3.866	3.808	4.146	4.812	4.551	4.283	3.963	3.545	3.236	3.263	3.453	4.122	4.647	5.222	4.731	4.266	4.691	4.816	6.146	6.057	5.077	5.202	5.183	5.413	5.280	5.001	4.551	4.062	3.928	5.339	5.241	4.723	4.665	4.595	4.635	4.545	4.450	4.351	4.304	4.269	
123	LE	Other advanced economies (Advanced economies excluding G7 and euro area)	Employment		Index, 2000=100			71.471	72.758	74.101	74.596	75.663	78.006	80.354	83.056	84.946	86.981	88.550	89.918	90.624	90.872	92.809	95.010	96.199	97.394	96.290	97.471	100.000	101.173	102.715	103.248	104.793	106.792	108.824	111.085	113.000	112.403	113.668	115.535	117.289	118.820	119.683	121.184	n/a	n/a	n/a	n/a	
123	GGR_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	33.015	33.591	33.269	34.681	34.557	35.901	34.129	33.587	34.755	35.058	35.423	35.469	36.002	35.706	34.371	33.629	34.293	34.254	34.268	34.058	33.928	33.898	33.889	33.877	33.881	
123	GGX_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	34.417	33.898	32.832	35.143	33.699	33.681	33.660	33.465	34.823	34.314	33.348	32.639	32.459	33.672	35.746	34.223	34.209	34.146	34.308	33.942	33.578	33.143	33.052	33.025	32.928	
123	GGXCNL_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.403	-0.307	0.437	-0.462	0.857	2.220	0.468	0.121	-0.067	0.744	2.075	2.831	3.543	2.033	-1.376	-0.593	0.084	0.108	-0.040	0.116	0.350	0.756	0.837	0.852	0.953	
123	GGSB_NPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government structural balance		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.144	0.150	-0.285	-0.371	-0.321	-0.237	0.531	0.651	1.159	-0.245	-2.096	-1.824	-1.430	-1.223	-1.217	-1.036	-0.741	n/a	n/a	n/a	n/a	
123	GGXONLB_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																											
123	GGXWDN_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																											
123	GGXWDG_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	36.524	36.582	36.739	37.172	38.082	38.456	37.795	36.822	34.345	35.203	38.573	38.947	39.367	40.515	41.429	42.048	42.002	41.386	40.555	39.416	38.124	
123	BCA	Other advanced economies (Advanced economies excluding G7 and euro area)	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-19.755	-15.814	-14.592	-2.386	3.182	4.622	11.964	21.599	21.750	7.888	5.735	11.189	17.024	30.454	17.319	10.733	14.860	29.556	76.739	79.334	84.707	97.915	98.931	146.906	147.330	168.921	197.207	178.616	151.207	215.669	271.477	270.782	262.404	315.836	313.839	304.804	310.446	321.878	326.947	333.613	
123	BCA_NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	Current account balance		Percent of GDP			-2.675	-2.095	-1.948	-0.320	0.407	0.595	1.263	1.849	1.580	0.526	0.332	0.610	0.870	1.575	0.797	0.419	0.544	1.117	3.230	3.123	3.240	3.895	3.615	4.646	4.075	4.244	4.573	3.618	2.894	4.513	4.927	4.300	4.136	4.819	4.665	4.323	4.195	4.129	3.973	3.845	
123	BM	Other advanced economies (Advanced economies excluding G7 and euro area)	Imports of goods and services		U.S. dollars	Billions		-274.866	-279.572	-271.814	-264.422	-283.363	-291.721	-336.901	-419.648	-500.684	-552.587	-628.550	-669.749	-727.875	-748.882	-866.779	-1,089.127	-1,144.606	-1,162.841	-1,051.998	-1,105.852	-1,275.725	-1,173.675	-1,236.716	-1,418.512	-1,739.911	-1,953.053	-2,225.102	-2,566.860	-2,935.687	-2,351.535	-2,892.018	-3,396.906	-3,439.478	-3,475.923	-3,619.921	-3,811.094	-4,057.307	-4,344.492	-4,654.590	-4,987.576	
123	BX	Other advanced economies (Advanced economies excluding G7 and euro area)	Exports of goods and services		U.S. dollars	Billions		260.393	271.411	266.132	270.076	294.510	303.601	355.908	450.646	532.784	575.784	651.962	699.883	764.220	797.085	904.759	1,124.358	1,186.347	1,213.741	1,141.427	1,198.147	1,377.696	1,286.635	1,357.087	1,568.393	1,908.837	2,145.684	2,445.481	2,810.621	3,182.912	2,625.933	3,204.769	3,741.226	3,753.440	3,836.839	3,992.350	4,180.806	4,431.999	4,729.109	5,048.566	5,390.641	
123	BFXP	Other advanced economies (Advanced economies excluding G7 and euro area)	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																										
123	BFD	Other advanced economies (Advanced economies excluding G7 and euro area)	Direct investment, net		U.S. dollars	Billions																																										
123	BFPP	Other advanced economies (Advanced economies excluding G7 and euro area)	Private portfolio flows, net		U.S. dollars	Billions																																										
123	BFOP	Other advanced economies (Advanced economies excluding G7 and euro area)	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																										
123	BFXG	Other advanced economies (Advanced economies excluding G7 and euro area)	Official flows, net		U.S. dollars	Billions																																										
123	BFRA	Other advanced economies (Advanced economies excluding G7 and euro area)	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																										
123	D	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total		U.S. dollars	Billions																																										
123	D_NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total		Percent of GDP																																											
123	D_BX	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total		Percent of exports of goods and services																																											
123	DS	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service		U.S. dollars	Billions																																										
123	DS_NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service		Percent of GDP																																											
123	DS_BX	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service		Percent of exports of goods and services																																											
123	DSI	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, interest		U.S. dollars	Billions																																										
123	DSI_NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, interest		Percent of GDP																																											
123	DSI_BX	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, interest		Percent of exports of goods and services																																											
123	DSP	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, amortization		U.S. dollars	Billions																																										
123	DSP_NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, amortization		Percent of GDP																																											
123	DSP_BX	Other advanced economies (Advanced economies excluding G7 and euro area)	External debt, total debt service, amortization		Percent of exports of goods and services																																											
123	PALLFNFW	Other advanced economies (Advanced economies excluding G7 and euro area)	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																											
123	PNFUELW	Other advanced economies (Advanced economies excluding G7 and euro area)	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																											
123	PINDUW	Other advanced economies (Advanced economies excluding G7 and euro area)	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																											
