WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After 
110	PCOFFOTM	Advanced economies	Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																													
110	PCOFFROB	Advanced economies	Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																													
110	PCOCO	Advanced economies	Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne		U.S. dollars	Units																																													
110	PTEA	Advanced economies	Tea, Mombasa, Kenya, Auction Price, US cents per kilogram		U.S. cents	Units																																													
110	PRAWMW	Advanced economies	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																														
110	PTIMBW	Advanced economies	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																														
110	PHARDW	Advanced economies	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																														
110	PLOGSK	Advanced economies	Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter		U.S. dollars	Units																																													
110	PSAWMAL	Advanced economies	Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter		U.S. dollars	Units																																													
110	PSOFTW	Advanced economies	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																														
110	PLOGORE	Advanced economies	Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter		U.S. dollars	Units																																													
110	PSAWORE	Advanced economies	Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter		U.S. dollars	Units																																													
110	PCOTTIND	Advanced economies	Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound		U.S. cents	Units																																													
110	PWOOLW	Advanced economies	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																														
110	PWOOLF	Advanced economies	Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																													
110	PWOOLC	Advanced economies	Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																													
110	PRUBB	Advanced economies	Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound		U.S. cents	Units																																													
110	PHIDE	Advanced economies	Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound		U.S. cents	Units																																													
110	PMETAW	Advanced economies	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																														
110	PCOPP	Advanced economies	Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																													
110	PALUM	Advanced economies	Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne		U.S. dollars	Units																																													
110	PIORECR	Advanced economies	Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton		U.S. dollars	Units																																													
110	PTIN	Advanced economies	Tin, standard grade, LME spot price, US$ per metric tonne		U.S. dollars	Units																																													
110	PNICK	Advanced economies	Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																													
110	PZINC	Advanced economies	Zinc, high grade 98% pure, US$ per metric tonne		U.S. dollars	Units																																													
110	PLEAD	Advanced economies	Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne		U.S. dollars	Units																																													
110	PURAN	Advanced economies	Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound		U.S. dollars	Units																																													
163	NGDP_RPCH	Euro area 	Gross domestic product, constant prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.386	-0.786	2.498	2.896	1.638	2.635	2.910	2.949	3.818	2.127	0.980	0.655	2.299	1.676	3.225	3.044	0.430	-4.517	2.083	1.602	-0.889	-0.246	1.333	2.013	1.793	2.145	1.940	1.665	1.649	1.546	1.494	
163	NGDP_RPCHMK	Euro area 	Gross domestic product, constant prices		Percent change (market exchange rates)																																														
163	NGDPD	Euro area 	Gross domestic product, current prices		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6,100.333	6,727.782	6,114.987	6,459.412	7,623.559	7,742.522	6,951.891	7,111.135	7,125.089	6,498.352	6,589.053	7,188.174	8,854.688	10,151.359	10,539.693	11,180.859	12,885.940	14,178.826	12,938.579	12,666.919	13,633.492	12,644.650	13,192.279	13,492.680	11,649.076	11,922.521	12,525.981	13,497.175	13,995.668	14,479.999	14,899.802	15,389.146	
163	PPPGDP	Euro area 	Gross domestic product, current prices		Purchasing power parity; international dollars	Billions																																													
163	NGDP_D	Euro area 	Gross domestic product, deflator		Index, 2000=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	69.125	71.752	73.097	74.548	77.649	79.671	79.507	80.347	81.657	82.821	84.835	86.916	88.835	90.549	92.281	94.089	96.406	98.370	99.339	100.000	101.022	102.318	103.581	104.492	105.905	106.761	107.742	109.196	110.869	112.666	114.567	116.588	
163	NGDPRPPPPC	Euro area 	Gross domestic product per capita, constant prices		Purchasing power parity; 2011 international dollar	Units																																													
163	PPPPC	Euro area 	Gross domestic product per capita, current prices		Purchasing power parity; international dollars	Units																																													
163	NGAP_NPGDP	Euro area 	Output gap		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.778	0.916	-2.367	-1.773	-1.260	-1.849	-1.338	-0.806	-0.234	1.152	1.295	0.253	-0.710	-0.211	-0.107	1.523	3.120	2.480	-2.487	-1.275	-0.488	-1.939	-2.812	-2.434	-1.904	-1.312	-0.525	-0.008	0.251	0.453	0.529	0.556	
163	PPPSH	Euro area 	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent																																														
163	NID_NGDP	Euro area 	Investment		Percent of GDP		Source: National Statistics Office. EuroStat. Latest actual data: 2016 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26.164	24.593	22.404	23.437	22.085	21.443	21.595	22.341	22.765	23.400	22.761	21.761	21.780	21.999	22.302	23.271	23.951	23.565	20.362	20.966	21.528	20.069	19.603	19.899	19.971	20.304	20.612	20.811	21.019	21.205	21.443	21.656	
163	NGSD_NGDP	Euro area 	Gross national savings		Percent of GDP		Source: National Statistics Office. EuroStat. Latest actual data: 2016 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22.743	22.125	21.808	22.023	22.429	22.196	22.975	23.198	23.320	23.063	22.953	22.564	22.269	23.178	22.765	23.654	24.205	22.853	20.806	21.451	22.356	22.275	22.353	22.856	23.665	23.818	24.210	24.341	24.465	24.578	24.679	24.808	
163	PCPIPCH	Euro area 	Inflation, average consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.623	3.256	2.696	2.442	1.605	1.704	1.227	1.170	2.185	2.413	2.271	2.118	2.177	2.197	2.206	2.164	3.343	0.318	1.613	2.724	2.499	1.347	0.431	0.033	0.242	1.482	1.413	1.707	1.802	1.894	1.965	
163	PCPIEPCH	Euro area 	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.171	3.183	2.553	2.386	1.458	1.601	0.849	1.820	2.562	2.094	2.319	2.017	2.356	2.278	1.924	3.112	1.642	0.928	2.217	2.751	2.224	0.846	-0.170	0.230	1.138	1.144	1.623	1.715	1.809	1.893	1.938	
163	FLIBOR3	Euro area 	Three-month London interbank offered rate (LIBOR)		Percent			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.963	4.405	4.260	3.317	2.332	2.106	2.184	3.080	4.278	4.632	1.228	0.811	1.391	0.573	0.221	0.210	-0.020	-0.264	-0.326	-0.250	n/a	n/a	n/a	n/a	
163	TRADEPCH	Euro area 	Trade volume of goods and services		Percent change																																														
163	TM_RPCH	Euro area 	Volume of imports of goods and services		Percent change		Notes: Calculated as of the sum of the balances of individual euro area countries. Primary domestic currency: Euro Data last updated: 09/2017	2.772	-2.332	0.851	0.253	5.629	4.529	5.453	7.695	7.498	9.357	7.717	5.360	3.767	-4.650	8.688	9.084	4.108	9.650	10.646	7.385	11.982	2.757	1.305	3.018	7.873	5.727	8.438	6.832	0.309	-11.468	9.285	4.252	-1.224	1.454	4.479	6.512	4.589	4.442	4.215	4.146	4.086	4.003	3.988	
163	TMG_RPCH	Euro area 	Volume of imports of goods		Percent change		Notes: Calculated as of the sum of the balances of individual euro area countries. Primary domestic currency: Euro Data last updated: 09/2017	3.773	-4.247	0.740	0.337	6.022	4.793	6.197	8.810	8.717	9.014	7.812	6.962	2.780	-5.934	10.249	10.407	3.605	9.840	10.823	7.595	12.102	1.968	1.619	3.775	7.748	5.940	9.108	6.843	-0.237	-12.683	10.655	4.656	-2.218	0.827	3.895	5.731	4.039	4.975	4.219	4.098	4.097	3.958	3.958	
163	TX_RPCH	Euro area 	Volume of exports of goods and services		Percent change		Notes: Calculated as of the sum of the balances of individual euro area countries. Primary domestic currency: Euro Data last updated: 09/2017	3.682	5.620	1.189	2.820	8.136	4.384	0.551	2.710	6.827	9.110	7.154	6.655	3.804	0.987	9.051	8.985	4.926	11.078	7.484	5.263	12.815	4.269	2.716	1.253	8.843	4.970	8.524	7.358	0.590	-12.404	10.859	6.413	2.316	2.348	4.355	6.359	3.241	4.350	4.111	3.938	3.871	3.757	3.741	
163	TXG_RPCH	Euro area 	Volume of exports of goods		Percent change		Notes: Calculated as of the sum of the balances of individual euro area countries. Primary domestic currency: Euro Data last updated: 09/2017	3.505	6.395	1.042	2.963	8.140	4.786	0.875	3.877	7.778	9.076	5.789	6.024	3.213	1.292	10.514	10.851	4.859	10.780	7.120	5.132	12.820	4.308	2.525	1.836	8.852	4.963	9.015	7.519	0.051	-14.073	12.634	6.693	1.841	1.923	3.567	6.224	2.945	4.542	4.075	3.883	3.848	3.692	3.690	
163	TTPCH	Euro area 	Terms of trade of goods and services		Percent change			-7.405	-5.048	1.860	0.716	-0.613	0.692	9.429	1.777	0.501	-0.981	-0.973	-4.047	1.069	0.376	0.007	0.060	0.034	-0.506	1.783	-0.366	-2.921	0.605	1.703	0.641	-0.842	-1.155	-1.206	0.226	-1.510	3.146	-2.221	-2.123	-0.678	0.857	0.740	2.205	0.958	-0.782	0.063	-0.126	-0.109	-0.294	-0.213	
163	TTTPCH	Euro area 	Terms of trade of goods		Percent change			-7.395	-6.589	1.897	0.741	0.124	0.968	11.996	1.979	0.654	-2.075	0.172	-2.584	1.847	0.394	0.097	0.287	-0.060	-0.442	2.207	-0.221	-3.702	0.810	1.954	0.656	-1.338	-1.571	-1.709	0.423	-1.928	4.056	-2.685	-2.591	-0.597	1.106	1.162	3.215	1.539	-0.902	0.008	-0.223	-0.165	-0.395	-0.307	
163	TXGM_D	Euro area 	Export price of manufactures		U.S. dollars; index, 2000=100																																														
163	TXGM_DPCH	Euro area 	Export price of manufactures		U.S. dollars; annual percent change																																														
163	LUR	Euro area 	Unemployment rate		Percent of total labor force		Source: Eurostat Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.210	9.110	9.958	10.617	10.650	10.800	10.800	10.483	9.783	8.958	8.425	8.667	9.058	9.242	9.092	8.375	7.525	7.592	9.642	10.208	10.208	11.392	12.000	11.617	10.867	10.008	9.173	8.673	8.348	8.053	7.820	7.673	
163	LE	Euro area 	Employment		Index, 2000=100		Source: Eurostat Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	92.864	92.074	90.803	90.177	90.683	90.419	90.710	92.262	93.721	95.286	96.638	97.482	97.826	98.474	100.000	101.906	103.911	104.848	102.731	102.107	102.429	101.796	101.109	101.844	102.990	104.805	106.283	107.252	n/a	n/a	n/a	n/a	
163	GGR_NGDP	Euro area 	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	44.707	45.803	46.526	46.097	45.240	45.720	45.743	45.499	45.861	45.357	44.629	44.211	44.090	43.775	44.076	44.555	44.670	44.410	44.397	44.304	44.920	46.039	46.693	46.682	46.260	46.131	46.194	46.058	45.908	45.791	45.729	45.621	
163	GGX_NGDP	Euro area 	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	49.859	51.019	52.392	51.167	52.587	50.023	48.774	47.943	47.382	45.629	46.657	46.924	47.281	46.732	46.667	46.044	45.317	46.570	50.657	50.478	49.142	49.681	49.698	49.257	48.331	47.673	47.470	47.045	46.599	46.083	45.892	45.709	
163	GGXCNL_NGDP	Euro area 	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-5.152	-5.216	-5.866	-5.070	-7.347	-4.303	-3.032	-2.444	-1.521	-0.272	-2.028	-2.714	-3.191	-2.957	-2.591	-1.488	-0.647	-2.160	-6.260	-6.175	-4.222	-3.641	-3.005	-2.575	-2.071	-1.542	-1.276	-0.987	-0.691	-0.292	-0.163	-0.089	
163	GGSB_NPGDP	Euro area 	General government structural balance		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-4.127	-3.039	-2.223	-1.856	-1.146	-1.799	-2.644	-2.980	-3.000	-2.998	-2.577	-2.226	-2.236	-3.393	-4.910	-4.702	-3.885	-2.096	-1.258	-1.116	-0.905	-0.787	-0.940	-0.923	n/a	n/a	n/a	n/a	
163	GGXONLB_NGDP	Euro area 	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.847	-0.539	-1.154	-0.649	-2.737	0.451	1.329	1.597	2.032	3.111	1.212	0.347	-0.305	-0.222	0.023	1.012	1.871	0.400	-3.797	-3.724	-1.612	-0.977	-0.529	-0.232	0.036	0.406	0.569	0.713	0.962	1.337	1.461	1.541	
163	GGXWDN_NGDP	Euro area 	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	48.414	52.527	52.610	56.482	56.609	53.801	53.503	53.598	54.980	55.639	56.211	54.598	52.176	53.810	61.950	66.034	68.479	72.223	74.573	74.931	73.886	73.299	71.794	70.268	68.623	66.696	64.743	62.712	
163	GGXWDG_NGDP	Euro area 	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	70.825	72.739	72.189	71.790	70.595	68.069	67.025	66.896	68.118	68.438	69.193	67.350	64.961	68.599	78.385	83.849	86.116	89.479	91.360	91.875	90.046	89.002	87.374	85.585	83.503	81.098	78.758	76.347	
163	BCA	Euro area 	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions	Source: Eurostat Latest actual data: 2016 Notes: Data is corrected for reporting discrepancies in intra-area transactions. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	56.940	22.970	-36.110	-94.213	-23.630	43.425	21.654	71.648	11.164	-18.444	5.189	-201.875	-9.276	0.373	-0.845	177.084	291.286	332.331	373.294	412.729	382.670	402.898	405.990	409.442	401.082	399.793	
163	BCA_NGDPD	Euro area 	Current account balance		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.819	0.323	-0.507	-1.450	-0.359	0.604	0.245	0.706	0.106	-0.165	0.040	-1.424	-0.072	0.003	-0.006	1.400	2.208	2.463	3.204	3.462	3.055	2.985	2.901	2.828	2.692	2.598	
163	BM	Euro area 	Imports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,075.591	1,177.244	1,148.318	1,180.091	1,409.521	1,708.637	1,936.507	2,255.347	2,646.394	3,050.162	2,362.069	2,669.189	3,125.244	2,981.079	3,027.817	3,125.315	2,736.243	2,747.955	n/a	n/a	n/a	n/a	n/a	n/a	
163	BX	Euro area 	Exports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,121.263	1,169.798	1,204.351	1,309.510	1,544.802	1,861.998	2,033.174	2,308.291	2,755.401	3,065.246	2,465.270	2,751.881	3,215.693	3,222.876	3,398.219	3,558.954	3,202.333	3,213.392	n/a	n/a	n/a	n/a	n/a	n/a	
163	BF	Euro area 	Financial account balance		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-23.330	-69.253	25.504	12.701	15.756	96.907	41.177	5.088	-9.866	-323.230	31.615	-20.118	-65.962	179.349	437.274	336.169	332.399	396.418	n/a	n/a	n/a	n/a	n/a	n/a	
163	BFD	Euro area 	Direct investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	113.625	12.903	98.212	-21.315	10.870	97.984	253.526	199.572	122.078	332.382	41.638	84.310	130.307	58.177	36.822	81.304	263.125	199.859	n/a	n/a	n/a	n/a	n/a	n/a	
163	BFP	Euro area 	Portfolio investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30.186	93.353	-65.438	-130.310	-61.433	-55.042	-131.785	-232.294	-171.057	-194.172	-346.983	-66.830	-349.565	-177.299	-169.645	43.675	135.493	526.373	n/a	n/a	n/a	n/a	n/a	n/a	
163	BFF	Euro area 	Financial derivatives, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.958	9.382	0.660	11.629	15.548	10.552	21.687	0.703	91.520	-34.859	15.693	-4.417	5.470	38.859	42.141	60.757	100.251	25.045	n/a	n/a	n/a	n/a	n/a	n/a	
163	BFO	Euro area 	Other investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-170.077	-168.657	8.030	150.267	82.235	58.902	-79.827	35.486	-59.380	-431.311	262.906	-46.916	133.483	240.648	521.783	144.642	-178.198	-371.965	n/a	n/a	n/a	n/a	n/a	n/a	
163	BFRA	Euro area 	Change in reserves		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-10.806	-16.233	-15.956	2.428	-31.464	-15.488	-22.421	1.620	6.974	4.724	58.355	13.736	14.344	18.965	6.172	5.795	11.728	17.108	n/a	n/a	n/a	n/a	n/a	n/a	
163	D	Euro area 	External debt, total		U.S. dollars	Billions																																													
163	D_NGDPD	Euro area 	External debt, total		Percent of GDP																																														
163	D_BX	Euro area 	External debt, total		Percent of exports of goods and services																																														
163	DS	Euro area 	External debt, total debt service		U.S. dollars	Billions																																													
163	DS_NGDPD	Euro area 	External debt, total debt service		Percent of GDP																																														
163	DS_BX	Euro area 	External debt, total debt service		Percent of exports of goods and services																																														
163	DSI	Euro area 	External debt, total debt service, interest		U.S. dollars	Billions																																													
163	DSI_NGDPD	Euro area 	External debt, total debt service, interest		Percent of GDP																																														
163	DSI_BX	Euro area 	External debt, total debt service, interest		Percent of exports of goods and services																																														
163	DSP	Euro area 	External debt, total debt service, amortization		U.S. dollars	Billions																																													
163	DSP_NGDPD	Euro area 	External debt, total debt service, amortization		Percent of GDP																																														
163	DSP_BX	Euro area 	External debt, total debt service, amortization		Percent of exports of goods and services																																														
163	PALLFNFW	Euro area 	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																														
163	PNFUELW	Euro area 	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																														
163	PINDUW	Euro area 	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																														
163	POILAPSP	Euro area 	Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	U.S. dollars	Units																																													
163	POILBRE	Euro area 	Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel		U.S. dollars	Units																																													
163	POILDUB	Euro area 	Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel		U.S. dollars	Units																																													
163	POILWTI	Euro area 	Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel		U.S. dollars	Units																																													
163	PNRGW	Euro area 	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100																																														
163	POILAPSPW	Euro area 	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100																																														
163	PNGASW	Euro area 	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100																																														
163	PNGASEU	Euro area 	Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas		U.S. dollars	Units																																													
163	PNGASJP	Euro area 	Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid		U.S. dollars	Units																																													
163	PNGASUS	Euro area 	Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas		U.S. dollars	Units																																													
163	PCOALW	Euro area 	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100																																														
163	PCOALAU	Euro area 	Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne		U.S. dollars	Units																																													
163	PCOALSA	Euro area 	Coal, South African export price, US$ per metric tonne		U.S. dollars	Units																																													
