WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	Estimates Start After 
119	GGSB_NPGDP	Major advanced economies (G7)	General government structural balance		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.482	-4.068	-4.671	-4.364	-3.717	-3.051	-3.178	-4.391	-6.302	-7.347	-6.450	-5.145	-3.681	-3.058	-2.728	-2.886	-2.661	-2.449	-2.450	-2.365	-2.399	
119	GGXONLB_NGDP	Major advanced economies (G7)	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.283	-2.065	-2.814	-2.262	-1.485	-0.474	-0.172	-2.542	-8.115	-6.825	-5.322	-4.342	-2.517	-1.959	-1.652	-1.703	-1.338	-0.965	-0.849	-0.710	-0.643	
119	GGXWDN_NGDP	Major advanced economies (G7)	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	44.599	47.392	50.541	55.091	54.719	53.091	52.098	58.333	69.291	75.578	81.323	84.136	83.175	83.175	83.030	84.388	84.104	83.197	82.249	81.328	80.448	
119	GGXWDG_NGDP	Major advanced economies (G7)	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	75.742	77.483	80.475	85.675	85.663	83.102	81.097	89.116	103.865	111.924	117.136	121.336	119.573	118.873	118.357	120.107	119.613	118.300	117.027	115.783	114.505	
119	BCA	Major advanced economies (G7)	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-50.776	-21.565	-12.514	-20.263	-60.024	-65.280	-38.791	-68.857	-53.718	-64.514	-78.283	-30.531	-35.329	9.709	-22.770	-17.417	-19.904	22.528	-49.585	-173.828	-293.940	-286.357	-303.986	-350.563	-327.521	-459.245	-522.835	-367.048	-533.447	-217.847	-250.356	-293.528	-334.470	-266.554	-260.391	-200.548	-195.179	-302.496	-365.135	-427.868	-486.748	-554.757	
119	BCA_NGDPD	Major advanced economies (G7)	Current account balance		Percent of GDP			-0.744	-0.307	-0.179	-0.274	-0.771	-0.790	-0.388	-0.601	-0.417	-0.482	-0.528	-0.193	-0.208	0.056	-0.123	-0.086	-0.099	0.113	-0.245	-0.817	-1.349	-1.329	-1.366	-1.426	-1.213	-1.629	-1.779	-1.162	-1.616	-0.692	-0.766	-0.845	-0.959	-0.766	-0.732	-0.589	-0.558	-0.835	-0.972	-1.097	-1.202	-1.324	
119	BM	Major advanced economies (G7)	Imports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3,104.456	3,238.431	3,311.898	3,522.985	3,905.571	3,749.730	3,837.760	4,357.186	5,120.866	5,693.803	6,388.584	7,043.588	7,735.209	6,028.681	6,993.556	8,086.974	8,026.799	8,082.743	8,298.572	7,494.561	7,368.776	7,768.515	8,159.777	8,597.249	9,060.310	9,507.960	
119	BX	Major advanced economies (G7)	Exports of goods and services		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3,161.018	3,328.309	3,345.125	3,422.600	3,660.569	3,503.732	3,595.911	4,055.819	4,770.001	5,180.849	5,801.356	6,586.333	7,148.540	5,716.674	6,573.662	7,526.742	7,498.043	7,641.447	7,883.709	7,151.342	7,026.680	7,323.350	7,646.402	8,018.237	8,414.108	8,781.459	
119	BF	Major advanced economies (G7)	Financial account balance		U.S. dollars	Billions		-18.764	8.522	23.388	-0.747	-29.251	-41.709	0.459	-87.494	-57.353	-3.135	-78.164	-67.869	-80.524	-23.714	-35.267	26.362	-34.374	-38.621	64.846	-115.914	-361.374	-310.161	-394.737	-407.883	-248.086	-478.256	-588.723	-256.278	-514.625	-49.736	-318.999	-435.469	-387.111	-300.707	-23.542	119.306	188.771	81.745	19.320	-43.265	-102.531	-170.830	
119	BFD	Major advanced economies (G7)	Direct investment, net		U.S. dollars	Billions		7.068	5.737	3.066	9.815	7.676	16.106	22.750	17.359	33.183	42.908	64.598	80.200	76.480	78.797	100.420	115.220	103.270	110.414	147.079	178.022	-53.983	87.000	88.540	131.253	320.177	-42.593	94.843	540.959	440.791	290.318	280.199	413.950	308.309	162.260	343.770	49.187	175.383	183.347	169.295	190.011	204.299	198.777	
119	BFP	Major advanced economies (G7)	Portfolio investment, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	-20.249	-43.608	-44.984	-23.130	-14.496	-36.523	-118.014	-45.052	-113.462	-55.734	-159.386	-213.342	-180.516	-9.857	-194.973	-243.202	-264.023	-465.742	-548.250	-716.638	-580.891	-710.705	-1,043.887	-1,209.845	-173.991	-505.946	-845.326	-218.826	-288.880	-263.365	325.675	74.226	-0.891	-109.405	-189.138	-158.217	-150.100	
119	BFF	Major advanced economies (G7)	Financial derivatives, net		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.525	13.141	-0.020	6.758	-21.737	-2.881	21.047	13.741	0.879	-64.402	107.592	298.998	-91.535	-76.048	-37.070	-13.601	96.230	-40.052	26.961	82.242	77.115	76.952	90.732	92.017	95.860	
119	BFO	Major advanced economies (G7)	Other investment, net		U.S. dollars	Billions		-2.309	35.858	48.870	7.038	-7.783	-37.836	-2.273	-132.990	-86.059	-38.136	-126.111	-17.289	-90.164	-25.469	-99.912	-5.436	19.374	3.881	-92.020	-149.653	-125.097	-148.264	-65.933	-207.947	-47.268	127.782	55.244	49.018	-97.566	-186.504	-96.297	-199.907	-452.072	-319.687	-82.220	-307.820	-163.656	-199.370	-139.255	-157.533	-263.685	-338.487	
119	BFRA	Major advanced economies (G7)	Change in reserves		U.S. dollars	Billions		-9.237	-5.032	-8.147	9.561	7.910	2.931	28.582	76.876	21.507	17.806	25.312	-29.348	2.588	8.633	23.634	81.622	46.006	17.074	6.504	50.711	54.396	32.692	46.559	184.099	155.706	-1.581	36.562	47.282	33.172	114.341	70.599	206.758	-10.915	49.367	18.332	25.298	20.575	21.542	21.734	22.663	23.055	23.120	
119	D	Major advanced economies (G7)	External debt, total		U.S. dollars	Billions																																												
119	D_NGDPD	Major advanced economies (G7)	External debt, total		Percent of GDP																																													
119	D_BX	Major advanced economies (G7)	External debt, total		Percent of exports of goods and services																																													
119	DS	Major advanced economies (G7)	External debt, total debt service		U.S. dollars	Billions																																												
119	DS_NGDPD	Major advanced economies (G7)	External debt, total debt service		Percent of GDP																																													
119	DS_BX	Major advanced economies (G7)	External debt, total debt service		Percent of exports of goods and services																																													
119	DSI	Major advanced economies (G7)	External debt, total debt service, interest		U.S. dollars	Billions																																												
119	DSI_NGDPD	Major advanced economies (G7)	External debt, total debt service, interest		Percent of GDP																																													
119	DSI_BX	Major advanced economies (G7)	External debt, total debt service, interest		Percent of exports of goods and services																																													
119	DSP	Major advanced economies (G7)	External debt, total debt service, amortization		U.S. dollars	Billions																																												
119	DSP_NGDPD	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of GDP																																													
119	DSP_BX	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of exports of goods and services																																													
119	PALLFNFW	Major advanced economies (G7)	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																													
119	PNFUELW	Major advanced economies (G7)	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																													
119	PINDUW	Major advanced economies (G7)	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																													
119	POILAPSP	Major advanced economies (G7)	Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	U.S. dollars	Units																																												
119	POILBRE	Major advanced economies (G7)	Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel		U.S. dollars	Units																																												
119	POILDUB	Major advanced economies (G7)	Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel		U.S. dollars	Units																																												
119	POILWTI	Major advanced economies (G7)	Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel		U.S. dollars	Units																																												
119	PNRGW	Major advanced economies (G7)	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100																																													
119	POILAPSPW	Major advanced economies (G7)	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100																																													
119	PNGASW	Major advanced economies (G7)	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100																																													
119	PNGASEU	Major advanced economies (G7)	Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas		U.S. dollars	Units																																												
119	PNGASJP	Major advanced economies (G7)	Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid		U.S. dollars	Units																																												
119	PNGASUS	Major advanced economies (G7)	Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas		U.S. dollars	Units																																												
119	PCOALW	Major advanced economies (G7)	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100																																													
119	PCOALAU	Major advanced economies (G7)	Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne		U.S. dollars	Units																																												
119	PCOALSA	Major advanced economies (G7)	Coal, South African export price, US$ per metric tonne		U.S. dollars	Units																																												
119	PFANDBW	Major advanced economies (G7)	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100																																													
119	PFOODW	Major advanced economies (G7)	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100																																													
119	PCEREW	Major advanced economies (G7)	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100																																													
119	PWHEAMT	Major advanced economies (G7)	Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units																																												
119	PMAIZMT	Major advanced economies (G7)	Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne		U.S. dollars	Units																																												
119	PRICENPQ	Major advanced economies (G7)	Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne		U.S. dollars	Units																																												
119	PBARL	Major advanced economies (G7)	Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne		U.S. dollars	Units																																												
119	PVOILW	Major advanced economies (G7)	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100																																													
119	PSOYB	Major advanced economies (G7)	Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne		U.S. dollars	Units																																												
119	PSMEA	Major advanced economies (G7)	Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne		U.S. dollars	Units																																												
119	PSOIL	Major advanced economies (G7)	Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne		U.S. dollars	Units																																												
119	PROIL	Major advanced economies (G7)	Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton		U.S. dollars	Units																																												
119	PPOIL	Major advanced economies (G7)	Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne		U.S. dollars	Units																																												
119	PSUNO	Major advanced economies (G7)	Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units																																												
119	POLVOIL	Major advanced economies (G7)	Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne		U.S. dollars	Units																																												
119	PFISH	Major advanced economies (G7)	Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne		U.S. dollars	Units																																												
119	PGNUTS	Major advanced economies (G7)	Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne		U.S. dollars	Units																																												
119	PMEATW	Major advanced economies (G7)	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100																																													
119	PBEEF	Major advanced economies (G7)	Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound		U.S. cents	Units																																												
119	PLAMB	Major advanced economies (G7)	Lamb, frozen carcass Smithfield London, US cents per pound		U.S. cents	Units																																												
119	PPORK	Major advanced economies (G7)	Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound		U.S. cents	Units																																												
119	PPOULT	Major advanced economies (G7)	Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound		U.S. cents	Units																																												
119	PSEAFW	Major advanced economies (G7)	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100																																													
119	PSALM	Major advanced economies (G7)	Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram		U.S. dollars	Units																																												
119	PSHRI	Major advanced economies (G7)	Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram		U.S. dollars	Units																																												
119	PSUGAW	Major advanced economies (G7)	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100																																													
119	PSUGAISA	Major advanced economies (G7)	Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound		U.S. cents	Units																																												
119	PSUGAUSA	Major advanced economies (G7)	Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound		U.S. cents	Units																																												
119	PSUGAEEC	Major advanced economies (G7)	Sugar, European import price, CIF Europe, US cents per pound		U.S. cents	Units																																												
119	PBANSOP	Major advanced economies (G7)	Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PORANG	Major advanced economies (G7)	Oranges, miscellaneous oranges French import price, US$ per metric tonne		U.S. dollars	Units																																												
119	PBEVEW	Major advanced economies (G7)	Commodity Beverage Price Index includes Coffee, Tea, and Cocoa		Index, 2005=100																																													
119	PCOFFW	Major advanced economies (G7)	Commodity Coffee Price Index includes Other Mild Arabicas and Robusta		Index, 2005=100																																													
119	PCOFFOTM	Major advanced economies (G7)	Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																												
119	PCOFFROB	Major advanced economies (G7)	Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound		U.S. cents	Units																																												
119	PCOCO	Major advanced economies (G7)	Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PTEA	Major advanced economies (G7)	Tea, Mombasa, Kenya, Auction Price, US cents per kilogram		U.S. cents	Units																																												
119	PRAWMW	Major advanced economies (G7)	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																													
119	PTIMBW	Major advanced economies (G7)	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																													
119	PHARDW	Major advanced economies (G7)	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																													
119	PLOGSK	Major advanced economies (G7)	Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter		U.S. dollars	Units																																												
119	PSAWMAL	Major advanced economies (G7)	Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter		U.S. dollars	Units																																												
119	PSOFTW	Major advanced economies (G7)	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																													
119	PLOGORE	Major advanced economies (G7)	Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter		U.S. dollars	Units																																												
119	PSAWORE	Major advanced economies (G7)	Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter		U.S. dollars	Units																																												
119	PCOTTIND	Major advanced economies (G7)	Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound		U.S. cents	Units																																												
119	PWOOLW	Major advanced economies (G7)	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																													
119	PWOOLF	Major advanced economies (G7)	Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																												
119	PWOOLC	Major advanced economies (G7)	Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram		U.S. cents	Units																																												
119	PRUBB	Major advanced economies (G7)	Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound		U.S. cents	Units																																												
119	PHIDE	Major advanced economies (G7)	Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound		U.S. cents	Units																																												
119	PMETAW	Major advanced economies (G7)	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																													
119	PCOPP	Major advanced economies (G7)	Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PALUM	Major advanced economies (G7)	Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PIORECR	Major advanced economies (G7)	Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton		U.S. dollars	Units																																												
119	PTIN	Major advanced economies (G7)	Tin, standard grade, LME spot price, US$ per metric tonne		U.S. dollars	Units																																												
119	PNICK	Major advanced economies (G7)	Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PZINC	Major advanced economies (G7)	Zinc, high grade 98% pure, US$ per metric tonne		U.S. dollars	Units																																												
119	PLEAD	Major advanced economies (G7)	Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne		U.S. dollars	Units																																												
119	PURAN	Major advanced economies (G7)	Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound		U.S. dollars	Units																																												
123	NGDP_RPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change			3.712	2.860	2.137	3.991	6.599	4.335	5.534	6.503	5.470	4.585	4.406	3.657	4.006	4.205	6.197	5.281	4.832	4.575	0.989	5.545	5.867	1.998	3.866	2.675	5.127	4.222	4.780	5.069	1.694	-0.931	5.909	3.382	2.115	2.292	2.775	1.967	2.082	2.418	2.556	2.628	2.621	2.660	
123	NGDP_RPCHMK	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, constant prices		Percent change (market exchange rates)																																													
123	NGDPD	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, current prices		U.S. dollars	Billions		767.928	783.591	778.423	776.722	814.510	812.016	989.274	1,217.538	1,434.751	1,560.355	1,797.227	1,910.347	2,038.142	2,010.097	2,258.511	2,662.140	2,839.286	2,750.619	2,482.928	2,660.745	2,743.369	2,661.327	2,892.037	3,326.474	3,803.760	4,193.441	4,541.367	5,189.702	5,470.227	5,028.184	5,797.504	6,623.931	6,676.176	6,879.941	6,986.000	6,384.865	6,305.907	6,554.962	6,797.570	7,073.517	7,360.657	7,621.003	
123	NGDP_D	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product, deflator		Index, 2000=100			25.483	29.521	33.340	37.184	44.002	49.803	52.771	55.718	59.230	63.020	67.131	71.001	73.626	76.350	79.116	82.115	84.861	87.263	89.440	89.718	91.816	93.795	95.080	96.334	98.302	100.000	101.811	104.574	107.554	109.083	111.266	113.124	114.438	115.856	116.973	118.552	119.390	121.307	123.495	125.789	128.226	130.877	
123	NGAP_NPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Output gap		Percent of potential GDP																																													
123	PPPGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		762.498	855.906	927.572	1,000.755	1,103.955	1,188.175	1,277.460	1,392.539	1,517.916	1,648.135	1,782.633	1,905.556	2,025.338	2,158.491	2,339.725	2,655.653	2,833.487	3,014.151	3,071.567	3,288.225	3,558.627	3,726.042	3,927.001	4,111.608	4,439.209	4,774.468	5,154.519	5,557.808	5,761.831	5,748.565	6,153.062	6,489.619	6,747.563	7,013.227	7,325.703	7,539.722	7,771.048	8,068.369	8,442.756	8,850.111	9,270.660	9,712.670	
123	PPPPC	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units		6,770.940	7,498.481	8,017.609	8,548.503	9,329.915	9,946.140	10,595.321	11,436.658	12,330.981	13,249.186	14,171.008	14,961.692	15,727.834	16,585.805	17,784.498	18,525.056	19,570.187	20,627.834	20,852.260	22,160.252	23,781.464	24,645.015	25,811.645	26,875.021	28,856.704	30,853.727	33,044.695	35,333.651	36,246.334	35,834.305	38,076.496	39,827.792	41,076.851	42,379.945	43,948.979	44,871.037	45,880.014	47,270.183	49,096.380	51,091.212	53,134.285	55,266.822	
123	PPPSH	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			5.841	5.895	5.993	6.069	6.186	6.219	6.332	6.485	6.529	6.579	6.602	6.670	6.222	6.350	6.544	7.019	7.085	7.111	6.986	7.115	7.183	7.178	7.245	7.146	7.135	7.097	7.055	7.024	6.941	6.897	6.927	6.879	6.810	6.749	6.712	6.642	6.576	6.508	6.443	6.375	6.306	6.236	
123	NID_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Investment		Percent of GDP			28.009	26.954	26.257	25.354	26.233	26.056	26.193	26.632	27.976	28.722	28.464	27.287	26.556	26.648	27.695	28.484	28.133	27.954	25.856	25.947	26.685	24.863	24.456	24.505	25.258	25.804	26.458	27.075	27.045	24.411	25.559	26.290	26.126	25.163	25.240	24.454	24.198	24.377	24.449	24.571	24.659	24.728	
123	NGSD_NGDP	Other advanced economies (Advanced economies excluding G7 and euro area)	Gross national savings		Percent of GDP			25.211	24.298	23.514	24.520	26.252	26.372	27.635	28.341	29.876	29.854	29.281	27.945	27.503	28.294	28.759	29.167	28.796	29.168	29.168	29.005	30.128	28.911	28.322	29.292	29.844	30.270	31.261	31.072	30.473	28.882	30.961	30.685	30.410	30.535	30.643	30.710	30.178	30.010	29.962	29.920	29.814	29.820	
123	PCPIPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, average consumer prices		Percent change			24.711	16.049	12.726	11.390	17.095	15.032	5.843	5.293	5.646	6.102	6.373	6.190	3.912	3.659	3.869	3.974	3.583	2.785	3.082	0.901	2.144	2.479	1.641	1.651	1.920	2.113	2.124	2.047	4.324	1.385	2.235	2.964	2.034	1.564	1.432	0.612	1.166	1.765	1.924	2.018	2.063	2.133	
123	PCPIEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.231	6.692	5.416	3.101	3.991	3.811	3.923	3.407	3.026	2.034	1.182	2.620	1.512	2.215	1.414	2.058	2.263	1.874	3.351	3.034	1.692	2.443	2.838	1.796	1.500	0.981	0.803	1.518	1.883	2.022	1.986	2.092	2.088	
123	FLIBOR3	Other advanced economies (Advanced economies excluding G7 and euro area)	Three-month London interbank offered rate (LIBOR)		Percent																																													
123	TRADEPCH	Other advanced economies (Advanced economies excluding G7 and euro area)	Trade volume of goods and services		Percent change																																													
