WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After 
110	PNGASW	Advanced economies	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100																																										
110	PNGASEUW	Advanced economies	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100																																										
110	PNGASJPW	Advanced economies	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100																																										
110	PNGASUSW	Advanced economies	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100																																										
110	PCOALW	Advanced economies	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100																																										
110	PCOALAUW	Advanced economies	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100																																										
110	PCOALSAW	Advanced economies	Coal, Price Index South African export price		Index, 2005=100																																										
110	PFANDBW	Advanced economies	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100																																										
110	PFOODW	Advanced economies	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100																																										
110	PCEREW	Advanced economies	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100																																										
110	PWHEAMTW	Advanced economies	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100																																										
110	PMAIZMTW	Advanced economies	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100																																										
110	PRICENPQW	Advanced economies	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100																																										
110	PBARLW	Advanced economies	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100																																										
110	PVOILW	Advanced economies	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100																																										
110	PSOYBW	Advanced economies	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100																																										
110	PSMEAW	Advanced economies	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100																																										
110	PSOILW	Advanced economies	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100																																										
110	PROILW	Advanced economies	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100																																										
110	PPOILW	Advanced economies	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100																																										
110	PSUNOW	Advanced economies	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100																																										
110	POLVOILW	Advanced economies	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100																																										
110	PFISHW	Advanced economies	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100																																										
110	PGNUTSW	Advanced economies	Groundnuts (peanuts), Price index 40/50 (40 to 50 count per ounce), cif Argentina		Index, 2005=100																																										
110	PMEATW	Advanced economies	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100																																										
110	PBEEFW	Advanced economies	Beef, Price Index Australian and New Zealand 85% lean fores, FOB U.S. import price		Index, 2005=100																																										
110	PLAMBW	Advanced economies	Lamb, Price Index frozen carcass Smithfield London		Index, 2005=100																																										
110	PPORKW	Advanced economies	Swine (pork), Price index 51-52% lean Hogs, U.S. price		Index, 2005=100																																										
110	PPOULTW	Advanced economies	Poultry (chicken), Price index Whole bird spot price, Georgia docks		Index, 2005=100																																										
110	PSEAFW	Advanced economies	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100																																										
110	PSALMW	Advanced economies	Fish (salmon), Price index Farm Bred Norwegian Salmon, export price		Index, 2005=100																																										
110	PSHRIW	Advanced economies	Shrimp, Price index Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan		Index, 2005=100																																										
110	PSUGAW	Advanced economies	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100																																										
110	PSUGAISAW	Advanced economies	Sugar, Price index Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position		Index, 2005=100																																										
110	PSUGAUSAW	Advanced economies	Sugar, Price index U.S. import price, contract no.14 nearest futures position		Index, 2005=100																																										
110	PSUGAEECW	Advanced economies	Sugar, Price Index CIF Europe		Index, 2005=100																																										
110	PBANSOPW	Advanced economies	Bananas, Price Index Central American and Ecuador, FOB U.S. Ports		Index, 2005=100																																										
110	PORANGW	Advanced economies	Oranges, Price Index miscellaneous oranges French import price		Index, 2005=100																																										
110	PBEVEW	Advanced economies	Commodity Beverage Price Index includes Coffee, Tea, and Cocoa		Index, 2005=100																																										
110	PCOFFW	Advanced economies	Commodity Coffee Price Index includes Other Mild Arabicas and Robusta		Index, 2005=100																																										
110	PCOFFOTMW	Advanced economies	Coffee, Price index Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York		Index, 2005=100																																										
110	PCOFFROBW	Advanced economies	Coffee, Price index Robusta, International Coffee Organization New York cash price, ex-dock New York		Index, 2005=100																																										
110	PCOCOW	Advanced economies	Cocoa beans, Price Index International Cocoa Organization cash price, CIF US and European ports		Index, 2005=100																																										
110	PTEAW	Advanced economies	Tea, Price index Mombasa, Kenya, Auction Price		Index, 2005=100																																										
110	PRAWMW	Advanced economies	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																										
110	PTIMBW	Advanced economies	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																										
110	PHARDW	Advanced economies	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																										
110	PLOGSKW	Advanced economies	Hard Logs, Price Index Best quality Malaysian meranti, import price Japan		Index, 2005=100																																										
110	PSAWMALW	Advanced economies	Hard Sawnwood, Price Index Dark Red Meranti, select and better quality, C&F U.K port		Index, 2005=100																																										
110	PSOFTW	Advanced economies	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																										
110	PLOGOREW	Advanced economies	Soft Logs, Price index Average Export price from the U.S. for Douglas Fir		Index, 2005=100																																										
110	PSAWOREW	Advanced economies	Soft Sawnwood, Price Index average export price of Douglas Fir, U.S. Price		Index, 2005=100																																										
110	PCOTTINDW	Advanced economies	Cotton, Price index Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool		Index, 2005=100																																										
110	PWOOLW	Advanced economies	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																										
110	PWOOLFW	Advanced economies	Wool, Price index fine, 19 micron, Australian Wool Exchange spot quote		Index, 2005=100																																										
110	PWOOLCW	Advanced economies	Wool, Price index coarse, 23 micron, Australian Wool Exchange spot quote		Index, 2005=100																																										
110	PRUBBW	Advanced economies	Rubber, Price index No.1 Rubber Smoked Sheet, FOB Malaysian/Singapore		Index, 2005=100																																										
110	PHIDEW	Advanced economies	Hides, Price Index Heavy native steers, over 53 pounds, wholesale dealer`s price		Index, 2005=100																																										
110	PMETAW	Advanced economies	Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices		Index, 2005=100																																										
110	PCOPPW	Advanced economies	Copper, Price Index grade A cathode, LME spot price, CIF European ports		Index, 2005=100																																										
110	PALUMW	Advanced economies	Aluminum, Price Index 99.5% minimum purity, LME spot price, CIF UK ports		Index, 2005=100																																										
110	PIORECRW	Advanced economies	Iron Ore, Price Index China import Iron Ore Fines 62% FE spot (CFR Tianjin port)		Index, 2005=100																																										
110	PTINW	Advanced economies	Tin, Price Index standard grade, LME spot price		Index, 2005=100																																										
110	PNICKW	Advanced economies	Nickel, Price Index melting grade, LME spot price, CIF European ports		Index, 2005=100																																										
110	PZINCW	Advanced economies	Zinc, Price Index high grade 98% pure		Index, 2005=100																																										
110	PLEADW	Advanced economies	Lead, 99.97% pure, Price index LME spot price, CIF European Ports		Index, 2005=100																																										
110	PURANW	Advanced economies	Uranium, Price index u3o8 restricted price, Nuexco exchange spot		Index, 2005=100																																										
163	NGDP_RPCH	Euro area 	Gross domestic product, constant prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.386	-0.786	2.498	2.896	1.510	2.565	2.773	2.879	3.770	1.981	0.912	0.718	2.204	1.707	3.249	2.999	0.376	-4.387	2.005	1.446	-0.578	-0.338	1.067	1.446	1.599	1.622	1.605	
163	NGDP_RPCHMK	Euro area 	Gross domestic product, constant prices		Percent change (market exchange rates)																																										
163	NGDPD	Euro area 	Gross domestic product, current prices		U.S. dollars	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,805.027	6,387.363	5,835.838	6,183.955	7,295.764	7,372.524	6,736.356	6,912.006	6,878.078	6,268.193	6,344.864	6,922.970	8,534.129	9,772.495	10,146.924	10,753.875	12,376.429	13,600.997	12,424.031	12,175.712	13,108.730	12,197.531	12,751.930	12,957.942	13,234.222	13,542.796	13,873.386	14,215.634	
163	NGDP_D	Euro area 	Gross domestic product, deflator		Index, 2000=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	75.015	77.866	79.326	80.900	84.265	86.449	86.192	87.116	88.500	89.733	91.890	94.222	96.312	98.147	100.000	101.837	104.244	106.290	107.300	108.209	109.516	110.879	112.564	114.079	115.658	117.371	119.175	121.058	
163	NGAP_NPGDP	Euro area 	Output gap		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.298	1.432	-1.867	-1.270	-0.755	-1.364	-0.691	-0.120	0.349	1.659	1.369	0.231	-0.668	-0.242	-0.129	1.467	2.804	1.855	-3.285	-2.065	-1.273	-2.224	-3.034	-2.620	-2.017	-1.368	-0.784	-0.328	
163	PPPGDP	Euro area 	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,402.653	5,607.413	5,686.288	5,951.140	6,251.036	6,466.252	6,749.196	7,014.733	7,322.867	7,763.435	8,096.167	8,302.322	8,537.793	8,952.375	9,387.757	10,006.013	10,605.144	10,881.152	10,494.525	10,848.006	11,239.438	11,374.430	11,522.397	11,876.745	12,291.301	12,747.814	13,232.865	13,730.308	
163	PPPPC	Euro area 	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18,414.145	19,222.027	20,138.648	20,778.446	21,632.038	22,439.966	23,358.429	24,669.319	25,612.675	26,116.143	26,688.943	27,811.045	28,992.455	30,730.998	32,382.119	33,053.317	31,763.089	32,733.874	33,812.990	34,116.466	34,510.935	35,526.949	36,721.151	38,038.955	39,441.383	40,880.535	
163	PPPSH	Euro area 	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21.764	20.103	19.531	19.408	19.270	18.866	18.576	18.624	18.509	18.327	18.277	17.941	17.422	16.945	16.483	16.184	15.833	15.478	14.927	14.487	14.176	13.681	13.212	12.842	12.489	12.154	11.825	11.505	
163	NID_NGDP	Euro area 	Investment		Percent of GDP		Source: National Statistical Office. EuroStat. Latest actual data: 2012 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Euros Data last updated: 04/2013	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.748	23.188	21.061	22.144	20.760	20.117	20.297	21.059	21.448	22.124	21.322	20.270	20.254	20.567	20.917	21.888	22.642	22.188	18.828	19.261	19.606	18.285	17.832	18.000	18.204	18.437	18.629	18.816	
163	NGSD_NGDP	Euro area 	Gross national savings		Percent of GDP		Source: National Statistical Office. EuroStat. Latest actual data: 2012 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Euros Data last updated: 04/2013	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21.812	21.131	20.621	21.066	21.668	20.978	21.613	22.019	22.051	21.571	21.452	21.008	20.819	21.860	21.459	22.405	23.035	21.531	19.146	19.796	20.180	20.200	20.348	20.539	20.810	21.081	21.318	21.556	
163	PCPIPCH	Euro area 	Inflation, average consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.623	3.256	2.696	2.442	1.627	1.685	1.210	1.176	2.194	2.428	2.254	2.131	2.181	2.178	2.203	2.141	3.292	0.295	1.624	2.716	2.496	1.732	1.511	1.465	1.558	1.651	1.696	
163	PCPIEPCH	Euro area 	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.171	3.183	2.553	2.386	1.470	1.593	0.883	1.739	2.569	2.141	2.269	2.049	2.350	2.296	1.908	3.076	1.600	0.926	2.212	2.748	2.220	1.626	1.395	1.449	1.568	1.652	1.709	
163	FLIBOR3	Euro area 	Three-month London interbank offered rate (LIBOR)		Percent			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.688	2.963	4.405	4.260	3.317	2.332	2.106	2.184	3.080	4.278	4.632	1.228	0.811	1.391	0.573	0.237	0.446	n/a	n/a	n/a	n/a	
163	TRADEPCH	Euro area 	Trade volume of goods and services		Percent change																																										
163	TM_RPCH	Euro area 	Volume of imports of goods and services		Percent change			2.678	-1.862	0.683	-0.040	5.968	4.302	5.172	7.786	7.922	9.404	7.662	4.569	3.624	-4.721	8.657	9.017	4.081	9.682	10.362	7.462	11.802	3.038	1.342	2.747	6.909	5.999	8.303	6.521	1.737	-11.403	9.412	4.149	-1.121	0.241	2.756	3.461	3.925	4.500	4.931	
163	TMG_RPCH	Euro area 	Volume of imports of goods		Percent change			3.517	-4.499	0.903	-0.178	6.639	4.824	5.965	8.892	8.667	9.062	7.868	4.841	2.753	-5.747	10.131	10.211	3.640	9.950	10.803	7.110	11.982	2.345	1.819	3.446	7.571	6.340	8.923	6.534	1.409	-12.123	10.609	4.851	-1.400	-0.066	2.725	3.476	3.923	4.536	4.996	
163	TX_RPCH	Euro area 	Volume of exports of goods and services		Percent change			3.504	6.464	0.802	2.776	8.074	4.193	0.423	2.672	6.847	9.142	7.818	4.231	3.585	0.691	9.040	8.970	4.935	11.029	7.422	5.314	12.555	4.535	2.627	1.449	7.797	5.301	8.579	6.637	1.238	-12.661	11.099	6.281	2.480	2.126	3.133	3.785	4.137	4.519	4.820	
163	TXG_RPCH	Euro area 	Volume of exports of goods		Percent change			2.791	6.883	0.751	3.133	8.092	4.530	0.944	3.822	7.873	9.000	5.830	3.669	3.303	1.273	10.439	10.373	4.731	10.733	7.787	4.970	13.003	4.253	2.691	2.142	7.852	5.270	8.679	6.563	0.942	-14.097	12.768	6.773	2.285	1.615	3.029	3.797	4.150	4.549	4.882	
163	TTPCH	Euro area 	Terms of trade of goods and services		Percent change			-8.125	-5.342	2.069	0.722	-0.577	0.414	9.613	1.998	0.948	-1.135	-1.733	-3.031	1.286	0.348	-0.083	0.248	-0.020	-0.593	1.745	-0.091	-3.112	0.759	1.521	0.885	-1.030	-1.181	-1.436	0.758	-0.907	3.024	-1.823	-2.169	-0.818	-0.011	-0.191	-0.182	-0.156	-0.168	-0.187	
163	TTTPCH	Euro area 	Terms of trade of goods		Percent change			-7.545	-7.044	2.249	0.554	-0.004	0.967	11.246	1.706	1.279	-1.668	0.339	-2.830	1.633	0.539	-0.261	0.216	-0.472	-0.380	2.084	-0.221	-3.679	0.706	1.705	0.538	-2.093	-1.419	-1.572	0.795	-1.425	4.360	-2.448	-2.485	-0.693	-0.055	-0.202	-0.215	-0.187	-0.210	-0.236	
163	TXGM_D	Euro area 	Export price of manufactures		U.S. dollars; index, 2000=100																																										
163	TXGM_DPCH	Euro area 	Export price of manufactures		U.S. dollars; annual percent change																																										
163	LUR	Euro area 	Unemployment rate		Percent of total labor force		Source: Eurostat Latest actual data: 2012 Employment type: Harmonized ILO definition Primary domestic currency: Euros Data last updated: 04/2013	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.210	9.110	9.958	10.617	10.650	10.800	10.800	10.300	9.600	8.700	8.100	8.500	9.000	9.270	9.180	8.460	7.600	7.630	9.600	10.125	10.158	11.358	12.297	12.306	11.942	11.429	10.949	10.545	
163	LE	Euro area 	Employment		Index, 2000=100		Source: Eurostat Latest actual data: 2012 Employment type: Harmonized ILO definition Primary domestic currency: Euros Data last updated: 04/2013	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	95.443	94.429	92.690	92.384	93.073	93.627	94.135	95.899	97.729	100.000	101.596	102.388	102.877	103.863	105.118	106.833	108.768	109.724	107.710	107.126	107.226	106.431	105.474	105.694	n/a	n/a	n/a	n/a	
163	GGR_NGDP	Euro area 	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	41.936	42.764	43.357	43.266	45.861	45.710	46.119	46.255	46.456	46.002	45.201	44.785	44.795	44.495	44.738	45.281	45.323	45.050	44.889	44.762	45.387	46.235	46.541	46.544	46.463	46.382	46.409	46.475	
163	GGX_NGDP	Euro area 	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	43.333	44.657	46.597	46.034	53.368	50.027	48.961	48.553	47.937	46.098	47.139	47.428	47.939	47.398	47.247	46.629	46.001	47.174	51.240	50.968	49.534	49.823	49.409	49.153	48.626	48.145	47.837	47.643	
163	GGXCNL_NGDP	Euro area 	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.396	-1.893	-3.240	-2.767	-7.506	-4.317	-2.841	-2.298	-1.481	-0.097	-1.938	-2.643	-3.145	-2.903	-2.510	-1.348	-0.678	-2.125	-6.351	-6.206	-4.147	-3.588	-2.869	-2.608	-2.163	-1.763	-1.428	-1.168	
163	GGSB_NPGDP	Euro area 	General government structural balance		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-4.601	-3.328	-2.407	-2.192	-1.595	-1.820	-2.713	-2.967	-3.147	-3.089	-2.810	-2.425	-2.351	-3.014	-4.449	-4.354	-3.440	-1.974	-1.194	-1.111	n/a	n/a	n/a	n/a	
163	GGXONLB_NGDP	Euro area 	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.263	2.941	1.751	1.910	-2.694	0.591	1.591	1.894	2.185	3.394	1.421	0.494	-0.182	-0.091	0.171	1.226	1.936	0.511	-3.867	-3.732	-1.531	-0.754	-0.043	0.196	0.650	1.070	1.434	1.687	
163	GGXWDN_NGDP	Euro area 	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.127	40.936	45.486	48.423	55.292	58.128	57.618	56.432	55.354	53.768	53.560	53.705	54.943	55.359	55.663	54.280	52.067	54.018	62.278	65.462	67.774	71.911	73.908	74.484	74.392	73.626	72.912	71.951	
163	GGXWDG_NGDP	Euro area 	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.144	55.947	61.551	64.285	72.213	73.715	73.233	72.863	71.783	69.241	68.228	68.063	69.234	69.637	70.282	68.629	66.482	70.261	80.048	85.630	88.121	92.868	95.032	95.311	94.558	93.240	91.751	90.044	
163	BCA	Euro area 	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions	Source: Eurostat Latest actual data: 2011 Notes: Calculated as of the sum of the balances of individual euro area countries. Data is corrected for reporting discrepancies in intra-area transactions. BOP Manual used: BPM 5 Primary domestic currency: Euros Data last updated: 04/2013	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	90.255	52.939	33.486	-35.740	6.411	48.523	44.186	121.491	50.344	53.581	46.109	-96.853	30.614	64.523	78.405	221.388	294.938	302.541	318.757	331.261	345.483	361.083	
163	BCA_NGDPD	Euro area 	Current account balance		Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.340	0.766	0.487	-0.570	0.101	0.701	0.518	1.243	0.496	0.498	0.373	-0.712	0.246	0.530	0.598	1.814	2.316	2.338	2.412	2.450	2.494	2.544	
163	BM	Euro area 	Imports of goods and services		U.S. dollars	Billions		-857.349	-766.500	-712.939	-669.152	-666.671	-689.360	-832.854	-1,038.895	-1,099.180	-1,187.398	-1,477.016	-1,538.667	-1,658.126	-1,454.885	-1,611.386	-1,989.294	-2,016.018	-1,985.653	-2,108.243	-2,162.777	-2,267.253	-2,253.441	-2,326.648	-2,816.068	-3,358.061	-3,688.108	-4,187.514	-4,915.970	-5,541.947	-4,404.532	-4,829.176	-5,595.946	-5,239.998	-5,426.916	-5,570.111	-5,767.165	-6,007.576	-6,305.929	-6,648.907	
163	BX	Euro area 	Exports of goods and services		U.S. dollars	Billions		809.697	742.616	706.141	681.812	691.003	719.579	912.324	1,108.074	1,167.184	1,242.153	1,517.874	1,525.722	1,664.628	1,534.971	1,707.077	2,105.622	2,157.213	2,133.948	2,245.448	2,260.979	2,302.048	2,342.125	2,483.934	2,990.474	3,563.442	3,844.875	4,318.704	5,114.005	5,673.711	4,590.120	5,013.505	5,805.052	5,584.999	5,900.116	6,071.123	6,300.130	6,572.600	6,894.924	7,254.374	
163	BFXP	Euro area 	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																									
163	BFPP	Euro area 	Private portfolio flows, net		U.S. dollars	Billions																																									
163	BFD	Euro area 	Direct investment, net		U.S. dollars	Billions																																									
163	BFOP	Euro area 	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																									
163	BFXG	Euro area 	Official flows, net		U.S. dollars	Billions																																									
163	BFRA	Euro area 	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																									
163	D	Euro area 	External debt, total		U.S. dollars	Billions																																									
163	D_NGDPD	Euro area 	External debt, total		Percent of GDP																																										
163	D_BX	Euro area 	External debt, total		Percent of exports of goods and services																																										
163	DS	Euro area 	External debt, total debt service		U.S. dollars	Billions																																									
163	DS_NGDPD	Euro area 	External debt, total debt service		Percent of GDP																																										
163	DS_BX	Euro area 	External debt, total debt service		Percent of exports of goods and services																																										
163	DSI	Euro area 	External debt, total debt service, interest		U.S. dollars	Billions																																									
163	DSI_NGDPD	Euro area 	External debt, total debt service, interest		Percent of GDP																																										
163	DSI_BX	Euro area 	External debt, total debt service, interest		Percent of exports of goods and services																																										
163	DSP	Euro area 	External debt, total debt service, amortization		U.S. dollars	Billions																																									
163	DSP_NGDPD	Euro area 	External debt, total debt service, amortization		Percent of GDP																																										
163	DSP_BX	Euro area 	External debt, total debt service, amortization		Percent of exports of goods and services																																										
163	PALLFNFW	Euro area 	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																										
163	PNFUELW	Euro area 	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																										
163	PINDUW	Euro area 	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																										
