WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	Estimates Start After 
163	PALUMW	Euro area 	Aluminum, Price Index 99.5% minimum purity, LME spot price, CIF UK ports		Index, 2005=100																																							
163	PIORECRW	Euro area 	Iron Ore, Price Index 67.55% iron content, fine, contract price to Europe, FOB Ponta da Madeira		Index, 2005=100																																							
163	PTINW	Euro area 	Tin, Price Index standard grade, LME spot price		Index, 2005=100																																							
163	PNICKW	Euro area 	Nickel, Price Index melting grade, LME spot price, CIF European ports		Index, 2005=100																																							
163	PZINCW	Euro area 	Zinc, Price Index high grade 98% pure		Index, 2005=100																																							
163	PLEADW	Euro area 	Lead, 99.97% pure, Price index LME spot price, CIF European Ports		Index, 2005=100																																							
163	PURANW	Euro area 	Uranium, Price index u3o8 restricted price, Nuexco exchange spot		Index, 2005=100																																							
119	NGDP_RPCH	Major advanced economies (G7)	Gross domestic product, constant prices		Percent change			0.526	2.021	-0.053	3.241	5.095	3.990	3.109	3.259	4.731	3.829	2.879	1.084	2.103	1.352	3.120	2.389	2.716	3.239	2.739	3.332	3.839	1.193	1.312	1.779	2.915	2.358	2.603	2.146	-0.137	-3.518	2.507	2.035	2.539	2.435	2.330	2.195	
119	NGDP_RPCHMK	Major advanced economies (G7)	Gross domestic product, constant prices		Percent change (market exchange rates)																																							
119	NGDPD	Major advanced economies (G7)	Gross domestic product, current prices		U.S. dollars	Billions		6,636.879	6,838.369	6,801.004	7,169.447	7,557.907	8,018.902	9,697.189	11,127.637	12,492.010	12,972.672	14,362.231	15,377.750	16,514.603	16,874.841	18,062.088	19,650.904	19,589.263	19,373.815	19,603.829	20,693.573	21,164.004	20,920.663	21,620.740	23,861.293	26,208.984	27,328.998	28,544.533	30,727.830	32,258.422	30,816.184	31,735.334	32,872.886	34,130.266	35,449.950	36,854.519	38,275.441	
119	NGDP_D	Major advanced economies (G7)	Gross domestic product, deflator		Index, 2000=100			53.115	57.831	61.732	64.754	67.418	69.769	71.878	73.874	76.227	79.124	82.261	86.467	88.845	90.785	92.417	94.093	95.605	96.990	97.941	98.814	100.000	101.579	102.973	104.669	106.703	108.950	111.296	113.786	115.864	116.597	117.644	118.984	120.423	122.035	123.917	125.940	
119	NGAP_NPGDP	Major advanced economies (G7)	Output gap		Percent of potential GDP			-1.218	-2.237	-4.730	-4.247	-2.309	-1.426	-1.435	-1.328	0.247	0.867	0.827	-0.506	-0.755	-1.552	-0.610	-0.616	-0.348	0.200	0.189	0.674	1.550	0.080	-0.945	-1.266	-0.509	-0.291	0.250	0.505	-1.054	-5.449	-4.174	-3.528	-2.548	-1.766	-1.141	-0.708	
119	PPPGDP	Major advanced economies (G7)	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP		Current international dollar	Billions		6,320.136	7,049.422	7,470.048	8,015.875	8,737.492	9,359.500	9,863.667	10,480.113	11,351.646	12,230.595	13,064.343	13,668.481	14,284.626	14,793.890	15,574.523	16,278.613	17,037.179	17,896.906	18,585.154	19,480.404	20,665.506	21,383.837	22,013.667	22,885.431	24,203.192	25,590.510	27,111.524	28,508.197	29,089.921	28,318.380	29,293.444	30,277.649	31,455.387	32,697.652	34,023.148	35,384.221	
119	PPPPC	Major advanced economies (G7)	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP		Current international dollar	Units		10,325.390	11,438.841	12,051.499	12,864.282	13,952.501	14,866.632	15,580.059	16,463.143	17,721.757	18,959.765	20,079.019	20,824.098	21,595.164	22,197.922	23,208.764	24,098.807	25,064.406	26,162.950	27,004.396	28,132.727	29,655.956	30,492.427	31,196.982	32,250.306	33,925.175	35,645.868	37,545.988	39,238.177	39,810.614	38,549.924	39,654.716	40,757.035	42,106.818	43,529.053	45,048.581	46,601.061	
119	PPPSH	Major advanced economies (G7)	Gross domestic product based on purchasing-power-parity (PPP) share of world total	These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, "Purchasing Power Parity Based Weights for the World Economic Outlook," in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.	Percent			56.313	56.209	55.814	56.044	56.136	56.128	55.984	55.755	55.947	55.989	55.822	55.261	51.361	51.019	51.017	50.442	49.977	49.614	49.658	49.534	49.068	48.573	47.859	47.050	46.106	45.289	44.258	43.066	41.916	40.813	40.112	39.342	38.546	37.733	36.887	36.029	
119	NID_NGDP	Major advanced economies (G7)	Investment		Percent of GDP																																							
119	NGSD_NGDP	Major advanced economies (G7)	Gross national savings		Percent of GDP																																							
119	PCPIPCH	Major advanced economies (G7)	Inflation, average consumer prices		Percent change			12.350	10.192	7.159	4.655	4.558	3.878	2.058	2.774	3.002	4.182	4.684	4.341	3.140	2.812	2.165	2.253	2.175	1.998	1.232	1.399	2.138	1.936	1.292	1.749	1.990	2.338	2.356	2.162	3.204	-0.114	1.227	1.067	1.299	1.485	1.652	1.774	
119	PCPIEPCH	Major advanced economies (G7)	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.350	2.486	2.344	2.313	2.286	1.642	1.195	1.757	2.322	1.121	1.961	1.481	2.367	2.499	1.811	2.992	1.275	1.067	0.737	1.358	1.336	1.532	1.722	1.651	
119	FLIBOR3	Major advanced economies (G7)	Three-month London interbank offered rate (LIBOR)		Percent																																							
119	TRADEPCH	Major advanced economies (G7)	Trade volume of goods and services		Percent change																																							
119	TM_RPCH	Major advanced economies (G7)	Import volume of goods and services		Percent change			-1.924	-0.282	-0.644	3.862	13.579	4.164	6.432	7.685	8.633	8.555	6.476	1.446	4.757	-0.075	9.236	8.298	6.747	9.475	7.957	8.348	11.190	-0.268	1.953	3.677	8.426	6.092	7.290	3.304	-0.734	-13.392	11.248	5.073	n/a	n/a	n/a	n/a	
119	TMG_RPCH	Major advanced economies (G7)	Import volume of goods		Percent change			-2.522	-2.303	-3.396	3.547	12.200	3.856	11.001	8.730	8.658	6.537	6.609	1.857	6.503	-1.111	10.698	8.529	5.872	9.605	8.474	9.100	10.878	-1.268	2.805	5.864	9.469	6.060	7.559	3.597	-0.469	-14.090	13.053	5.253	n/a	n/a	n/a	n/a	
119	TX_RPCH	Major advanced economies (G7)	Export volume of goods and services		Percent change			6.150	6.580	-1.400	1.731	9.879	4.579	1.787	4.394	8.305	9.284	8.621	3.982	5.043	2.330	8.327	8.504	6.164	10.610	3.929	4.276	10.854	-1.005	1.309	1.810	8.360	5.868	8.996	5.752	1.480	-14.811	12.678	6.039	n/a	n/a	n/a	n/a	
119	TXG_RPCH	Major advanced economies (G7)	Export volume of goods		Percent change			5.566	5.031	-4.252	0.497	8.613	3.822	5.183	6.068	8.535	7.579	8.125	3.148	5.586	-1.319	8.403	8.489	5.435	10.092	3.926	3.920	10.236	-1.873	1.336	3.206	8.477	5.059	8.783	5.381	1.654	-16.735	14.600	5.890	n/a	n/a	n/a	n/a	
119	TTPCH	Major advanced economies (G7)	Terms of trade of goods and services		Percent change			-9.296	-2.819	1.206	1.030	0.167	0.348	8.814	1.672	0.788	-1.019	-2.075	-0.796	0.806	0.079	0.057	-0.239	-0.245	-0.405	2.038	-0.046	-3.230	0.582	0.849	1.559	-0.073	-2.238	-1.530	0.728	-2.464	4.023	-0.954	-0.196	n/a	n/a	n/a	n/a	
119	TTTPCH	Major advanced economies (G7)	Terms of trade of goods		Percent change			-10.117	-2.943	1.347	1.487	-0.057	0.685	10.484	1.337	1.717	-1.702	-1.325	-0.033	2.324	2.471	1.145	0.055	-1.178	-0.392	2.255	0.920	-3.837	0.616	1.248	2.301	0.096	-2.458	-1.785	1.152	-2.723	5.799	-0.169	0.017	n/a	n/a	n/a	n/a	
119	TXGM_D	Major advanced economies (G7)	Export price of manufactures		U.S. dollars; index, 2000=100																																							
119	TXGM_DPCH	Major advanced economies (G7)	Export price of manufactures		U.S. dollars; annual percent change																																							
119	LUR	Major advanced economies (G7)	Unemployment rate		Percent of total labor force			5.552	6.334	7.761	8.013	7.392	7.260	7.192	6.855	6.270	5.812	5.740	6.364	6.927	7.149	6.972	6.671	6.712	6.503	6.267	6.041	5.617	5.871	6.489	6.646	6.370	6.186	5.801	5.446	5.873	8.013	8.281	8.135	7.613	7.104	6.670	6.334	
119	LE	Major advanced economies (G7)	Employment		Index, 2000=100			81.970	82.376	81.883	82.375	84.025	85.063	86.326	87.746	89.752	91.438	92.818	92.902	92.847	92.946	93.845	94.653	95.430	96.773	97.192	98.267	100.000	100.395	100.273	100.759	101.585	102.649	104.002	105.154	105.299	102.885	102.603	103.312	n/a	n/a	n/a	n/a	
119	GGR_NGDP	Major advanced economies (G7)	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.307	35.602	35.180	35.062	36.069	36.864	36.970	36.258	34.805	34.501	35.320	36.213	36.817	37.265	37.273	
119	GGX_NGDP	Major advanced economies (G7)	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.957	39.673	39.978	39.237	39.381	39.146	39.053	40.949	44.955	43.795	43.283	42.175	41.984	42.226	42.300	
119	GGXCNL_NGDP	Major advanced economies (G7)	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.650	-4.071	-4.798	-4.175	-3.312	-2.282	-2.083	-4.691	-10.149	-9.294	-7.963	-5.961	-5.167	-4.961	-5.027	
119	GGSB_NPGDP	Major advanced economies (G7)	General government structural balance		Percent of potential GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.683	-3.495	-4.025	-3.562	-2.795	-2.291	-2.119	-3.823	-6.126	-6.758	-5.882	-4.530	-4.189	-4.320	-4.541	
119	GGXONLB_NGDP	Major advanced economies (G7)	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.755	-1.820	-2.705	-2.183	-1.364	-0.402	-0.130	-2.761	-8.301	-7.436	-5.969	-3.754	-2.705	-2.164	-1.921	
119	GGXWDN_NGDP	Major advanced economies (G7)	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.929	42.709	46.464	48.318	50.064	50.783	50.112	49.706	47.924	45.112	45.611	47.754	50.376	52.309	53.083	52.252	51.545	56.901	68.059	74.409	80.049	83.235	85.555	87.553	89.660	
119	GGXWDG_NGDP	Major advanced economies (G7)	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	62.435	65.908	70.083	72.105	74.932	76.492	76.280	76.113	75.729	72.886	73.845	76.192	79.109	81.389	84.044	83.403	82.811	89.418	102.831	109.598	114.844	117.601	119.396	120.763	122.163	
119	BCA	Major advanced economies (G7)	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-45.855	-17.727	-10.742	-17.793	-57.851	-62.440	-33.916	-65.281	-53.764	-64.142	-79.587	-30.266	-36.265	8.737	-23.667	-19.992	-19.996	7.600	-66.909	-192.639	-335.262	-300.274	-311.600	-364.252	-358.345	-517.330	-569.584	-392.128	-437.137	-254.200	-298.431	-265.379	-289.646	-339.147	-409.460	-510.362	
119	BCA_NGDPD	Major advanced economies (G7)	Current account balance		Percent of GDP			-0.691	-0.259	-0.158	-0.248	-0.765	-0.779	-0.350	-0.587	-0.430	-0.494	-0.554	-0.197	-0.220	0.052	-0.131	-0.102	-0.102	0.039	-0.341	-0.931	-1.584	-1.435	-1.441	-1.527	-1.367	-1.893	-1.995	-1.276	-1.355	-0.825	-0.940	-0.807	-0.849	-0.957	-1.111	-1.333	
119	BM	Major advanced economies (G7)	Imports of goods and services		U.S. dollars	Billions		-1,214.812	-1,181.069	-1,107.949	-1,103.613	-1,210.626	-1,233.819	-1,386.496	-1,633.207	-1,855.017	-2,008.144	-2,315.790	-2,349.873	-2,485.394	-2,354.534	-2,599.098	-2,994.664	-3,148.395	-3,254.127	-3,320.578	-3,531.197	-3,919.211	-3,761.619	-3,851.250	-4,368.462	-5,135.655	-5,713.080	-6,416.873	-7,071.703	-7,746.075	-6,015.505	-6,936.313	-7,353.775	n/a	n/a	n/a	n/a	
119	BX	Major advanced economies (G7)	Exports of goods and services		U.S. dollars	Billions		1,176.543	1,181.166	1,113.060	1,096.757	1,164.801	1,196.358	1,394.200	1,616.694	1,844.070	1,989.568	2,290.555	2,361.649	2,523.730	2,434.992	2,666.299	3,068.705	3,202.383	3,328.502	3,334.460	3,410.834	3,648.959	3,498.355	3,589.265	4,057.549	4,763.113	5,167.469	5,804.626	6,591.136	7,195.364	5,706.033	6,594.897	7,039.711	n/a	n/a	n/a	n/a	
119	BFXP	Major advanced economies (G7)	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																						
119	BFPP	Major advanced economies (G7)	Private portfolio flows, net		U.S. dollars	Billions																																						
119	BFD	Major advanced economies (G7)	Direct investment, net		U.S. dollars	Billions																																						
119	BFOP	Major advanced economies (G7)	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																						
119	BFXG	Major advanced economies (G7)	Official flows, net		U.S. dollars	Billions																																						
119	BFRA	Major advanced economies (G7)	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																						
119	D	Major advanced economies (G7)	External debt, total		U.S. dollars	Billions																																						
119	D_NGDPD	Major advanced economies (G7)	External debt, total		Percent of GDP																																							
119	D_BX	Major advanced economies (G7)	External debt, total		Percent of exports of goods and services																																							
119	DS	Major advanced economies (G7)	External debt, total debt service		U.S. dollars	Billions																																						
119	DS_NGDPD	Major advanced economies (G7)	External debt, total debt service		Percent of GDP																																							
119	DS_BX	Major advanced economies (G7)	External debt, total debt service		Percent of exports of goods and services																																							
119	DSI	Major advanced economies (G7)	External debt, total debt service, interest		U.S. dollars	Billions																																						
119	DSI_NGDPD	Major advanced economies (G7)	External debt, total debt service, interest		Percent of GDP																																							
119	DSI_BX	Major advanced economies (G7)	External debt, total debt service, interest		Percent of exports of goods and services																																							
119	DSP	Major advanced economies (G7)	External debt, total debt service, amortization		U.S. dollars	Billions																																						
119	DSP_NGDPD	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of GDP																																							
119	DSP_BX	Major advanced economies (G7)	External debt, total debt service, amortization		Percent of exports of goods and services																																							
119	PALLFNFW	Major advanced economies (G7)	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100																																							
119	PNFUELW	Major advanced economies (G7)	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100																																							
119	PINDUW	Major advanced economies (G7)	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100																																							
119	POILAPSP	Major advanced economies (G7)	Crude Oil (petroleum), Simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Dollars per barrel																																							
119	PNRGW	Major advanced economies (G7)	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100																																							
119	POILAPSPW	Major advanced economies (G7)	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100																																							
119	PNGASW	Major advanced economies (G7)	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100																																							
119	PNGASEUW	Major advanced economies (G7)	Natural Gas, Price index Russian Natural Gas border price in Germany		Index, 2005=100																																							
119	PNGASJPW	Major advanced economies (G7)	Natural Gas, Price index Indonesian Liquefied Natural Gas in Japan		Index, 2005=100																																							
119	PNGASUSW	Major advanced economies (G7)	Natural Gas, Price index Natural Gas spot price at the Henry Hub terminal in Louisiana		Index, 2005=100																																							
119	PCOALW	Major advanced economies (G7)	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100																																							
119	PCOALAUW	Major advanced economies (G7)	Coal, Price Index Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla		Index, 2005=100																																							
119	PCOALSAW	Major advanced economies (G7)	Coal, Price Index South African export price		Index, 2005=100																																							
119	PFANDBW	Major advanced economies (G7)	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100																																							
119	PFOODW	Major advanced economies (G7)	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100																																							
119	PCEREW	Major advanced economies (G7)	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100																																							
119	PWHEAMTW	Major advanced economies (G7)	Wheat, Price index No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico		Index, 2005=100																																							
119	PMAIZMTW	Major advanced economies (G7)	Maize (corn), Price Index U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price		Index, 2005=100																																							
119	PRICENPQW	Major advanced economies (G7)	Rice, Price Index 5% broken milled white rice, Thailand nominal price quote		Index, 2005=100																																							
119	PBARLW	Major advanced economies (G7)	Barley, Price Index Canadian no.1 Western Barley, spot price		Index, 2005=100																																							
119	PVOILW	Major advanced economies (G7)	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100																																							
119	PSOYBW	Major advanced economies (G7)	Soybeans, Price Index U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par		Index, 2005=100																																							
119	PSMEAW	Major advanced economies (G7)	Soybean Meal, Price Index Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein		Index, 2005=100																																							
119	PSOILW	Major advanced economies (G7)	Soybean Oil, Price index Chicago Soybean Oil Futures (first contract forward) exchange approved grades		Index, 2005=100																																							
119	PROILW	Major advanced economies (G7)	Rapeseed Oil, Price index FOB Rotterdam		Index, 2005=100																																							
119	PPOILW	Major advanced economies (G7)	Palm oil, Price index  Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA		Index, 2005=100																																							
119	PSUNOW	Major advanced economies (G7)	Sunflower oil, Price index US export price from Gulf of Mexico		Index, 2005=100																																							
119	POLVOILW	Major advanced economies (G7)	Olive Oil, Price Index extra virgin less than 1% free fatty acid, ex-tanker price U.K.		Index, 2005=100																																							
119	PFISHW	Major advanced economies (G7)	Fishmeal, Price index Peru Fish meal/pellets 65% protein, CIF		Index, 2005=100																																							
119	PGNUTSW	Major advanced economies (G7)	Groundnuts (peanuts), Price index 40/50 (40 to 50 count per ounce), cif Argentina		Index, 2005=100																																							
119	PMEATW	Major advanced economies (G7)	Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices		Index, 2005=100																																							
119	PBEEFW	Major advanced economies (G7)	Beef, Price Index Australian and New Zealand 85% lean fores, FOB U.S. import price		Index, 2005=100																																							
119	PLAMBW	Major advanced economies (G7)	Lamb, Price Index frozen carcass Smithfield London		Index, 2005=100																																							
119	PPORKW	Major advanced economies (G7)	Swine (pork), Price index 51-52% lean Hogs, U.S. price		Index, 2005=100																																							
119	PPOULTW	Major advanced economies (G7)	Poultry (chicken), Price index Whole bird spot price, Georgia docks		Index, 2005=100																																							
119	PSEAFW	Major advanced economies (G7)	Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices		Index, 2005=100																																							
119	PSALMW	Major advanced economies (G7)	Fish (salmon), Price index Farm Bred Norwegian Salmon, export price		Index, 2005=100																																							
119	PSHRIW	Major advanced economies (G7)	Shrimp, Price index Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan		Index, 2005=100																																							
119	PSUGAW	Major advanced economies (G7)	Commodity Sugar Index includes European, Free market, and U.S. Price Indices		Index, 2005=100																																							
119	PSUGAISAW	Major advanced economies (G7)	Sugar, Price index Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position		Index, 2005=100																																							
119	PSUGAUSAW	Major advanced economies (G7)	Sugar, Price index U.S. import price, contract no.14 nearest futures position		Index, 2005=100																																							
119	PSUGAEECW	Major advanced economies (G7)	Sugar, Price Index CIF Europe		Index, 2005=100																																							
119	PBANSOPW	Major advanced economies (G7)	Bananas, Price Index Central American and Ecuador, FOB U.S. Ports		Index, 2005=100																																							
119	PORANGW	Major advanced economies (G7)	Oranges, Price Index miscellaneous oranges French import price		Index, 2005=100																																							
119	PBEVEW	Major advanced economies (G7)	Commodity Beverage Price Index includes Coffee, Tea, and Cocoa		Index, 2005=100																																							
119	PCOFFW	Major advanced economies (G7)	Commodity Coffee Price Index includes Other Mild Arabicas and Robusta		Index, 2005=100																																							
119	PCOFFOTMW	Major advanced economies (G7)	Coffee, Price index Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York		Index, 2005=100																																							
119	PCOFFROBW	Major advanced economies (G7)	Coffee, Price index Robusta, International Coffee Organization New York cash price, ex-dock New York		Index, 2005=100																																							
119	PCOCOW	Major advanced economies (G7)	Cocoa beans, Price Index International Cocoa Organization cash price, CIF US and European ports		Index, 2005=100																																							
119	PTEAW	Major advanced economies (G7)	Tea, Price index Mombasa, Kenya, Auction Price		Index, 2005=100																																							
119	PRAWMW	Major advanced economies (G7)	Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices		Index, 2005=100																																							
119	PTIMBW	Major advanced economies (G7)	Commodity Timber Index includes Hardwood and Softwood Price Indices		Index, 2005=100																																							
119	PHARDW	Major advanced economies (G7)	Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices		Index, 2005=100																																							
119	PLOGSKW	Major advanced economies (G7)	Hard Logs, Price Index Best quality Malaysian meranti, import price Japan		Index, 2005=100																																							
119	PSAWMALW	Major advanced economies (G7)	Hard Sawnwood, Price Index Dark Red Meranti, select and better quality, C&F U.K port		Index, 2005=100																																							
119	PSOFTW	Major advanced economies (G7)	Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices		Index, 2005=100																																							
119	PLOGOREW	Major advanced economies (G7)	Soft Logs, Price index Average Export price from the U.S. for Douglas Fir		Index, 2005=100																																							
119	PSAWOREW	Major advanced economies (G7)	Soft Sawnwood, Price Index average export price of Douglas Fir, U.S. Price		Index, 2005=100																																							
119	PCOTTINDW	Major advanced economies (G7)	Cotton, Price index Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool		Index, 2005=100																																							
119	PWOOLW	Major advanced economies (G7)	Commodity Wool Index includes Coarse and Fine Wool Price Indices		Index, 2005=100																																							
119	PWOOLFW	Major advanced economies (G7)	Wool, Price index fine, 19 micron, Australian Wool Exchange spot quote		Index, 2005=100																																							
119	PWOOLCW	Major advanced economies (G7)	Wool, Price index coarse, 23 micron, Australian Wool Exchange spot quote		Index, 2005=100																																							
