,BRLUSD Curncy,PENUSD Curncy,MXNUSD Curncy,COPUSD Curncy,CLPUSD Curncy,TRYUSD Curncy,RUBUSD Curncy,ZARUSD Curncy,CNYUSD Curncy,KRWUSD Curncy,IDRUSD Curncy,INRUSD Curncy,PHPUSD Curncy,THBUSD Curncy
1940-08-21,,,,,,,,,,,,,,
1940-08-28,,,,,,,,,,,,,,
1940-09-04,,,,,,,,,,,,,,
1940-09-11,,,,,,,,,,,,,,
1940-09-18,,,,,,,,,,,,,,
1940-09-25,,,,,,,,,,,,,,
1940-10-02,,,,,,,,,,,,,,
1940-10-09,,,,,,,,,,,,,,
1940-10-16,,,,,,,,,,,,,,
1940-10-23,,,,,,,,,,,,,,
1940-10-30,,,,,,,,,,,,,,
1940-11-06,,,,,,,,,,,,,,
1940-11-13,,,,,,,,,,,,,,
1940-11-20,,,,,,,,,,,,,,
1940-11-27,,,,,,,,,,,,,,
1940-12-04,,,,,,,,,,,,,,
1940-12-11,,,,,,,,,,,,,,
1940-12-18,,,,,,,,,,,,,,
1940-12-25,,,,,,,,,,,,,,
1941-01-01,,,,,,,,,,,,,,
1941-01-08,,,,,,,,,,,,,,
1941-01-15,,,,,,,,,,,,,,
1941-01-22,,,,,,,,,,,,,,
1941-01-29,,,,,,,,,,,,,,
1941-02-05,,,,,,,,,,,,,,
1941-02-12,,,,,,,,,,,,,,
1941-02-19,,,,,,,,,,,,,,
1941-02-26,,,,,,,,,,,,,,
1941-03-05,,,,,,,,,,,,,,
1941-03-12,,,,,,,,,,,,,,
1941-03-19,,,,,,,,,,,,,,
1941-03-26,,,,,,,,,,,,,,
1941-04-02,,,,,,,,,,,,,,
1941-04-09,,,,,,,,,,,,,,
1941-04-16,,,,,,,,,,,,,,
1941-04-23,,,,,,,,,,,,,,
1941-04-30,,,,,,,,,,,,,,
1941-05-07,,,,,,,,,,,,,,
1941-05-14,,,,,,,,,,,,,,
1941-05-21,,,,,,,,,,,,,,
1941-05-28,,,,,,,,,,,,,,
1941-06-04,,,,,,,,,,,,,,
1941-06-11,,,,,,,,,,,,,,
1941-06-18,,,,,,,,,,,,,,
1941-06-25,,,,,,,,,,,,,,
1941-07-02,,,,,,,,,,,,,,
1941-07-09,,,,,,,,,,,,,,
1941-07-16,,,,,,,,,,,,,,
1941-07-23,,,,,,,,,,,,,,
1941-07-30,,,,,,,,,,,,,,
1941-08-06,,,,,,,,,,,,,,
1941-08-13,,,,,,,,,,,,,,
1941-08-20,,,,,,,,,,,,,,
1941-08-27,,,,,,,,,,,,,,
1941-09-03,,,,,,,,,,,,,,
1941-09-10,,,,,,,,,,,,,,
1941-09-17,,,,,,,,,,,,,,
1941-09-24,,,,,,,,,,,,,,
1941-10-01,,,,,,,,,,,,,,
1941-10-08,,,,,,,,,,,,,,
1941-10-15,,,,,,,,,,,,,,
1941-10-22,,,,,,,,,,,,,,
1941-10-29,,,,,,,,,,,,,,
1941-11-05,,,,,,,,,,,,,,
1941-11-12,,,,,,,,,,,,,,
1941-11-19,,,,,,,,,,,,,,
1941-11-26,,,,,,,,,,,,,,
1941-12-03,,,,,,,,,,,,,,
1941-12-10,,,,,,,,,,,,,,
1941-12-17,,,,,,,,,,,,,,
1941-12-24,,,,,,,,,,,,,,
1941-12-31,,,,,,,,,,,,,,
1942-01-07,,,,,,,,,,,,,,
1942-01-14,,,,,,,,,,,,,,
1942-01-21,,,,,,,,,,,,,,
1942-01-28,,,,,,,,,,,,,,
1942-02-04,,,,,,,,,,,,,,
1942-02-11,,,,,,,,,,,,,,
1942-02-18,,,,,,,,,,,,,,
1942-02-25,,,,,,,,,,,,,,
1942-03-04,,,,,,,,,,,,,,
1942-03-11,,,,,,,,,,,,,,
1942-03-18,,,,,,,,,,,,,,
1942-03-25,,,,,,,,,,,,,,
1942-04-01,,,,,,,,,,,,,,
1942-04-08,,,,,,,,,,,,,,
1942-04-15,,,,,,,,,,,,,,
1942-04-22,,,,,,,,,,,,,,
1942-04-29,,,,,,,,,,,,,,
1942-05-06,,,,,,,,,,,,,,
1942-05-13,,,,,,,,,,,,,,
1942-05-20,,,,,,,,,,,,,,
1942-05-27,,,,,,,,,,,,,,
1942-06-03,,,,,,,,,,,,,,
1942-06-10,,,,,,,,,,,,,,
1942-06-17,,,,,,,,,,,,,,
1942-06-24,,,,,,,,,,,,,,
1942-07-01,,,,,,,,,,,,,,
1942-07-08,,,,,,,,,,,,,,
1942-07-15,,,,,,,,,,,,,,
1942-07-22,,,,,,,,,,,,,,
1942-07-29,,,,,,,,,,,,,,
1942-08-05,,,,,,,,,,,,,,
1942-08-12,,,,,,,,,,,,,,
1942-08-19,,,,,,,,,,,,,,
1942-08-26,,,,,,,,,,,,,,
1942-09-02,,,,,,,,,,,,,,
1942-09-09,,,,,,,,,,,,,,
1942-09-16,,,,,,,,,,,,,,
1942-09-23,,,,,,,,,,,,,,
1942-09-30,,,,,,,,,,,,,,
1942-10-07,,,,,,,,,,,,,,
1942-10-14,,,,,,,,,,,,,,
1942-10-21,,,,,,,,,,,,,,
1942-10-28,,,,,,,,,,,,,,
1942-11-04,,,,,,,,,,,,,,
1942-11-11,,,,,,,,,,,,,,
1942-11-18,,,,,,,,,,,,,,
1942-11-25,,,,,,,,,,,,,,
1942-12-02,,,,,,,,,,,,,,
1942-12-09,,,,,,,,,,,,,,
1942-12-16,,,,,,,,,,,,,,
1942-12-23,,,,,,,,,,,,,,
1942-12-30,,,,,,,,,,,,,,
1943-01-06,,,,,,,,,,,,,,
1943-01-13,,,,,,,,,,,,,,
1943-01-20,,,,,,,,,,,,,,
1943-01-27,,,,,,,,,,,,,,
1943-02-03,,,,,,,,,,,,,,
1943-02-10,,,,,,,,,,,,,,
1943-02-17,,,,,,,,,,,,,,
1943-02-24,,,,,,,,,,,,,,
1943-03-03,,,,,,,,,,,,,,
1943-03-10,,,,,,,,,,,,,,
1943-03-17,,,,,,,,,,,,,,
1943-03-24,,,,,,,,,,,,,,
1943-03-31,,,,,,,,,,,,,,
1943-04-07,,,,,,,,,,,,,,
1943-04-14,,,,,,,,,,,,,,
1943-04-21,,,,,,,,,,,,,,
1943-04-28,,,,,,,,,,,,,,
1943-05-05,,,,,,,,,,,,,,
1943-05-12,,,,,,,,,,,,,,
1943-05-19,,,,,,,,,,,,,,
1943-05-26,,,,,,,,,,,,,,
1943-06-02,,,,,,,,,,,,,,
1943-06-09,,,,,,,,,,,,,,
1943-06-16,,,,,,,,,,,,,,
1943-06-23,,,,,,,,,,,,,,
1943-06-30,,,,,,,,,,,,,,
1943-07-07,,,,,,,,,,,,,,
1943-07-14,,,,,,,,,,,,,,
1943-07-21,,,,,,,,,,,,,,
1943-07-28,,,,,,,,,,,,,,
1943-08-04,,,,,,,,,,,,,,
1943-08-11,,,,,,,,,,,,,,
1943-08-18,,,,,,,,,,,,,,
1943-08-25,,,,,,,,,,,,,,
1943-09-01,,,,,,,,,,,,,,
1943-09-08,,,,,,,,,,,,,,
1943-09-15,,,,,,,,,,,,,,
1943-09-22,,,,,,,,,,,,,,
1943-09-29,,,,,,,,,,,,,,
1943-10-06,,,,,,,,,,,,,,
1943-10-13,,,,,,,,,,,,,,
1943-10-20,,,,,,,,,,,,,,
1943-10-27,,,,,,,,,,,,,,
1943-11-03,,,,,,,,,,,,,,
1943-11-10,,,,,,,,,,,,,,
1943-11-17,,,,,,,,,,,,,,
1943-11-24,,,,,,,,,,,,,,
1943-12-01,,,,,,,,,,,,,,
1943-12-08,,,,,,,,,,,,,,
1943-12-15,,,,,,,,,,,,,,
1943-12-22,,,,,,,,,,,,,,
1943-12-29,,,,,,,,,,,,,,
1944-01-05,,,,,,,,,,,,,,
1944-01-12,,,,,,,,,,,,,,
1944-01-19,,,,,,,,,,,,,,
1944-01-26,,,,,,,,,,,,,,
1944-02-02,,,,,,,,,,,,,,
1944-02-09,,,,,,,,,,,,,,
1944-02-16,,,,,,,,,,,,,,
1944-02-23,,,,,,,,,,,,,,
1944-03-01,,,,,,,,,,,,,,
1944-03-08,,,,,,,,,,,,,,
1944-03-15,,,,,,,,,,,,,,
1944-03-22,,,,,,,,,,,,,,
1944-03-29,,,,,,,,,,,,,,
1944-04-05,,,,,,,,,,,,,,
1944-04-12,,,,,,,,,,,,,,
1944-04-19,,,,,,,,,,,,,,
1944-04-26,,,,,,,,,,,,,,
1944-05-03,,,,,,,,,,,,,,
1944-05-10,,,,,,,,,,,,,,
1944-05-17,,,,,,,,,,,,,,
1944-05-24,,,,,,,,,,,,,,
1944-05-31,,,,,,,,,,,,,,
1944-06-07,,,,,,,,,,,,,,
1944-06-14,,,,,,,,,,,,,,
1944-06-21,,,,,,,,,,,,,,
1944-06-28,,,,,,,,,,,,,,
1944-07-05,,,,,,,,,,,,,,
1944-07-12,,,,,,,,,,,,,,
1944-07-19,,,,,,,,,,,,,,
1944-07-26,,,,,,,,,,,,,,
1944-08-02,,,,,,,,,,,,,,
1944-08-09,,,,,,,,,,,,,,
1944-08-16,,,,,,,,,,,,,,
1944-08-23,,,,,,,,,,,,,,
1944-08-30,,,,,,,,,,,,,,
1944-09-06,,,,,,,,,,,,,,
1944-09-13,,,,,,,,,,,,,,
1944-09-20,,,,,,,,,,,,,,
1944-09-27,,,,,,,,,,,,,,
1944-10-04,,,,,,,,,,,,,,
1944-10-11,,,,,,,,,,,,,,
1944-10-18,,,,,,,,,,,,,,
1944-10-25,,,,,,,,,,,,,,
1944-11-01,,,,,,,,,,,,,,
1944-11-08,,,,,,,,,,,,,,
1944-11-15,,,,,,,,,,,,,,
1944-11-22,,,,,,,,,,,,,,
1944-11-29,,,,,,,,,,,,,,
1944-12-06,,,,,,,,,,,,,,
1944-12-13,,,,,,,,,,,,,,
1944-12-20,,,,,,,,,,,,,,
1944-12-27,,,,,,,,,,,,,,
1945-01-03,,,,,,,,,,,,,,
1945-01-10,,,,,,,,,,,,,,
1945-01-17,,,,,,,,,,,,,,
1945-01-24,,,,,,,,,,,,,,
1945-01-31,,,,,,,,,,,,,,
1945-02-07,,,,,,,,,,,,,,
1945-02-14,,,,,,,,,,,,,,
1945-02-21,,,,,,,,,,,,,,
1945-02-28,,,,,,,,,,,,,,
1945-03-07,,,,,,,,,,,,,,
1945-03-14,,,,,,,,,,,,,,
1945-03-21,,,,,,,,,,,,,,
1945-03-28,,,,,,,,,,,,,,
1945-04-04,,,,,,,,,,,,,,
1945-04-11,,,,,,,,,,,,,,
1945-04-18,,,,,,,,,,,,,,
1945-04-25,,,,,,,,,,,,,,
1945-05-02,,,,,,,,,,,,,,
1945-05-09,,,,,,,,,,,,,,
1945-05-16,,,,,,,,,,,,,,
1945-05-23,,,,,,,,,,,,,,
1945-05-30,,,,,,,,,,,,,,
1945-06-06,,,,,,,,,,,,,,
1945-06-13,,,,,,,,,,,,,,
1945-06-20,,,,,,,,,,,,,,
1945-06-27,,,,,,,,,,,,,,
1945-07-04,,,,,,,,,,,,,,
1945-07-11,,,,,,,,,,,,,,
1945-07-18,,,,,,,,,,,,,,
1945-07-25,,,,,,,,,,,,,,
1945-08-01,,,,,,,,,,,,,,
1945-08-08,,,,,,,,,,,,,,
1945-08-15,,,,,,,,,,,,,,
1945-08-22,,,,,,,,,,,,,,
1945-08-29,,,,,,,,,,,,,,
1945-09-05,,,,,,,,,,,,,,
1945-09-12,,,,,,,,,,,,,,
1945-09-19,,,,,,,,,,,,,,
1945-09-26,,,,,,,,,,,,,,
1945-10-03,,,,,,,,,,,,,,
1945-10-10,,,,,,,,,,,,,,
1945-10-17,,,,,,,,,,,,,,
1945-10-24,,,,,,,,,,,,,,
1945-10-31,,,,,,,,,,,,,,
1945-11-07,,,,,,,,,,,,,,
1945-11-14,,,,,,,,,,,,,,
1945-11-21,,,,,,,,,,,,,,
1945-11-28,,,,,,,,,,,,,,
1945-12-05,,,,,,,,,,,,,,
1945-12-12,,,,,,,,,,,,,,
1945-12-19,,,,,,,,,,,,,,
1945-12-26,,,,,,,,,,,,,,
1946-01-02,,,,,,,,,,,,,,
1946-01-09,,,,,,,,,,,,,,
1946-01-16,,,,,,,,,,,,,,
1946-01-23,,,,,,,,,,,,,,
1946-01-30,,,,,,,,,,,,,,
1946-02-06,,,,,,,,,,,,,,
1946-02-13,,,,,,,,,,,,,,
1946-02-20,,,,,,,,,,,,,,
1946-02-27,,,,,,,,,,,,,,
1946-03-06,,,,,,,,,,,,,,
1946-03-13,,,,,,,,,,,,,,
1946-03-20,,,,,,,,,,,,,,
1946-03-27,,,,,,,,,,,,,,
1946-04-03,,,,,,,,,,,,,,
1946-04-10,,,,,,,,,,,,,,
1946-04-17,,,,,,,,,,,,,,
1946-04-24,,,,,,,,,,,,,,
1946-05-01,,,,,,,,,,,,,,
1946-05-08,,,,,,,,,,,,,,
1946-05-15,,,,,,,,,,,,,,
1946-05-22,,,,,,,,,,,,,,
1946-05-29,,,,,,,,,,,,,,
1946-06-05,,,,,,,,,,,,,,
1946-06-12,,,,,,,,,,,,,,
1946-06-19,,,,,,,,,,,,,,
1946-06-26,,,,,,,,,,,,,,
1946-07-03,,,,,,,,,,,,,,
1946-07-10,,,,,,,,,,,,,,
1946-07-17,,,,,,,,,,,,,,
1946-07-24,,,,,,,,,,,,,,
1946-07-31,,,,,,,,,,,,,,
1946-08-07,,,,,,,,,,,,,,
1946-08-14,,,,,,,,,,,,,,
1946-08-21,,,,,,,,,,,,,,
1946-08-28,,,,,,,,,,,,,,
1946-09-04,,,,,,,,,,,,,,
1946-09-11,,,,,,,,,,,,,,
1946-09-18,,,,,,,,,,,,,,
1946-09-25,,,,,,,,,,,,,,
1946-10-02,,,,,,,,,,,,,,
1946-10-09,,,,,,,,,,,,,,
1946-10-16,,,,,,,,,,,,,,
1946-10-23,,,,,,,,,,,,,,
1946-10-30,,,,,,,,,,,,,,
1946-11-06,,,,,,,,,,,,,,
1946-11-13,,,,,,,,,,,,,,
1946-11-20,,,,,,,,,,,,,,
1946-11-27,,,,,,,,,,,,,,
1946-12-04,,,,,,,,,,,,,,
1946-12-11,,,,,,,,,,,,,,
1946-12-18,,,,,,,,,,,,,,
1946-12-25,,,,,,,,,,,,,,
1947-01-01,,,,,,,,,,,,,,
1947-01-08,,,,,,,,,,,,,,
1947-01-15,,,,,,,,,,,,,,
1947-01-22,,,,,,,,,,,,,,
1947-01-29,,,,,,,,,,,,,,
1947-02-05,,,,,,,,,,,,,,
1947-02-12,,,,,,,,,,,,,,
1947-02-19,,,,,,,,,,,,,,
1947-02-26,,,,,,,,,,,,,,
1947-03-05,,,,,,,,,,,,,,
1947-03-12,,,,,,,,,,,,,,
1947-03-19,,,,,,,,,,,,,,
1947-03-26,,,,,,,,,,,,,,
1947-04-02,,,,,,,,,,,,,,
1947-04-09,,,,,,,,,,,,,,
1947-04-16,,,,,,,,,,,,,,
1947-04-23,,,,,,,,,,,,,,
1947-04-30,,,,,,,,,,,,,,
1947-05-07,,,,,,,,,,,,,,
1947-05-14,,,,,,,,,,,,,,
1947-05-21,,,,,,,,,,,,,,
1947-05-28,,,,,,,,,,,,,,
1947-06-04,,,,,,,,,,,,,,
1947-06-11,,,,,,,,,,,,,,
1947-06-18,,,,,,,,,,,,,,
1947-06-25,,,,,,,,,,,,,,
1947-07-02,,,,,,,,,,,,,,
1947-07-09,,,,,,,,,,,,,,
1947-07-16,,,,,,,,,,,,,,
1947-07-23,,,,,,,,,,,,,,
1947-07-30,,,,,,,,,,,,,,
1947-08-06,,,,,,,,,,,,,,
1947-08-13,,,,,,,,,,,,,,
1947-08-20,,,,,,,,,,,,,,
1947-08-27,,,,,,,,,,,,,,
1947-09-03,,,,,,,,,,,,,,
1947-09-10,,,,,,,,,,,,,,
1947-09-17,,,,,,,,,,,,,,
1947-09-24,,,,,,,,,,,,,,
1947-10-01,,,,,,,,,,,,,,
1947-10-08,,,,,,,,,,,,,,
1947-10-15,,,,,,,,,,,,,,
1947-10-22,,,,,,,,,,,,,,
1947-10-29,,,,,,,,,,,,,,
1947-11-05,,,,,,,,,,,,,,
1947-11-12,,,,,,,,,,,,,,
1947-11-19,,,,,,,,,,,,,,
1947-11-26,,,,,,,,,,,,,,
1947-12-03,,,,,,,,,,,,,,
1947-12-10,,,,,,,,,,,,,,
1947-12-17,,,,,,,,,,,,,,
1947-12-24,,,,,,,,,,,,,,
1947-12-31,,,,,,,,,,,,,,
1948-01-07,,,,,,,,,,,,,,
1948-01-14,,,,,,,,,,,,,,
1948-01-21,,,,,,,,,,,,,,
1948-01-28,,,,,,,,,,,,,,
1948-02-04,,,,,,,,,,,,,,
1948-02-11,,,,,,,,,,,,,,
1948-02-18,,,,,,,,,,,,,,
1948-02-25,,,,,,,,,,,,,,
1948-03-03,,,,,,,,,,,,,,
1948-03-10,,,,,,,,,,,,,,
1948-03-17,,,,,,,,,,,,,,
1948-03-24,,,,,,,,,,,,,,
1948-03-31,,,,,,,,,,,,,,
1948-04-07,,,,,,,,,,,,,,
1948-04-14,,,,,,,,,,,,,,
1948-04-21,,,,,,,,,,,,,,
1948-04-28,,,,,,,,,,,,,,
1948-05-05,,,,,,,,,,,,,,
1948-05-12,,,,,,,,,,,,,,
1948-05-19,,,,,,,,,,,,,,
1948-05-26,,,,,,,,,,,,,,
1948-06-02,,,,,,,,,,,,,,
1948-06-09,,,,,,,,,,,,,,
1948-06-16,,,,,,,,,,,,,,
1948-06-23,,,,,,,,,,,,,,
1948-06-30,,,,,,,,,,,,,,
1948-07-07,,,,,,,,,,,,,,
1948-07-14,,,,,,,,,,,,,,
1948-07-21,,,,,,,,,,,,,,
1948-07-28,,,,,,,,,,,,,,
1948-08-04,,,,,,,,,,,,,,
1948-08-11,,,,,,,,,,,,,,
1948-08-18,,,,,,,,,,,,,,
1948-08-25,,,,,,,,,,,,,,
1948-09-01,,,,,,,,,,,,,,
1948-09-08,,,,,,,,,,,,,,
1948-09-15,,,,,,,,,,,,,,
1948-09-22,,,,,,,,,,,,,,
1948-09-29,,,,,,,,,,,,,,
1948-10-06,,,,,,,,,,,,,,
1948-10-13,,,,,,,,,,,,,,
1948-10-20,,,,,,,,,,,,,,
1948-10-27,,,,,,,,,,,,,,
1948-11-03,,,,,,,,,,,,,,
1948-11-10,,,,,,,,,,,,,,
1948-11-17,,,,,,,,,,,,,,
1948-11-24,,,,,,,,,,,,,,
1948-12-01,,,,,,,,,,,,,,
1948-12-08,,,,,,,,,,,,,,
1948-12-15,,,,,,,,,,,,,,
1948-12-22,,,,,,,,,,,,,,
1948-12-29,,,,,,,,,,,,,,
1949-01-05,,,,,,,,,,,,,,
1949-01-12,,,,,,,,,,,,,,
1949-01-19,,,,,,,,,,,,,,
1949-01-26,,,,,,,,,,,,,,
1949-02-02,,,,,,,,,,,,,,
1949-02-09,,,,,,,,,,,,,,
1949-02-16,,,,,,,,,,,,,,
1949-02-23,,,,,,,,,,,,,,
1949-03-02,,,,,,,,,,,,,,
1949-03-09,,,,,,,,,,,,,,
1949-03-16,,,,,,,,,,,,,,
1949-03-23,,,,,,,,,,,,,,
1949-03-30,,,,,,,,,,,,,,
1949-04-06,,,,,,,,,,,,,,
1949-04-13,,,,,,,,,,,,,,
1949-04-20,,,,,,,,,,,,,,
1949-04-27,,,,,,,,,,,,,,
1949-05-04,,,,,,,,,,,,,,
1949-05-11,,,,,,,,,,,,,,
1949-05-18,,,,,,,,,,,,,,
1949-05-25,,,,,,,,,,,,,,
1949-06-01,,,,,,,,,,,,,,
1949-06-08,,,,,,,,,,,,,,
1949-06-15,,,,,,,,,,,,,,
1949-06-22,,,,,,,,,,,,,,
1949-06-29,,,,,,,,,,,,,,
1949-07-06,,,,,,,,,,,,,,
1949-07-13,,,,,,,,,,,,,,
1949-07-20,,,,,,,,,,,,,,
1949-07-27,,,,,,,,,,,,,,
1949-08-03,,,,,,,,,,,,,,
1949-08-10,,,,,,,,,,,,,,
1949-08-17,,,,,,,,,,,,,,
1949-08-24,,,,,,,,,,,,,,
1949-08-31,,,,,,,,,,,,,,
1949-09-07,,,,,,,,,,,,,,
1949-09-14,,,,,,,,,,,,,,
1949-09-21,,,,,,,,,,,,,,
1949-09-28,,,,,,,,,,,,,,
1949-10-05,,,,,,,,,,,,,,
1949-10-12,,,,,,,,,,,,,,
1949-10-19,,,,,,,,,,,,,,
1949-10-26,,,,,,,,,,,,,,
1949-11-02,,,,,,,,,,,,,,
1949-11-09,,,,,,,,,,,,,,
1949-11-16,,,,,,,,,,,,,,
1949-11-23,,,,,,,,,,,,,,
1949-11-30,,,,,,,,,,,,,,
1949-12-07,,,,,,,,,,,,,,
1949-12-14,,,,,,,,,,,,,,
1949-12-21,,,,,,,,,,,,,,
1949-12-28,,,,,,,,,,,,,,
1950-01-04,,,,,,,,,,,,,,
1950-01-11,,,,,,,,,,,,,,
1950-01-18,,,,,,,,,,,,,,
1950-01-25,,,,,,,,,,,,,,
1950-02-01,,,,,,,,,,,,,,
1950-02-08,,,,,,,,,,,,,,
1950-02-15,,,,,,,,,,,,,,
1950-02-22,,,,,,,,,,,,,,
1950-03-01,,,,,,,,,,,,,,
1950-03-08,,,,,,,,,,,,,,
1950-03-15,,,,,,,,,,,,,,
1950-03-22,,,,,,,,,,,,,,
1950-03-29,,,,,,,,,,,,,,
1950-04-05,,,,,,,,,,,,,,
1950-04-12,,,,,,,,,,,,,,
1950-04-19,,,,,,,,,,,,,,
1950-04-26,,,,,,,,,,,,,,
1950-05-03,,,,,,,,,,,,,,
1950-05-10,,,,,,,,,,,,,,
1950-05-17,,,,,,,,,,,,,,
1950-05-24,,,,,,,,,,,,,,
1950-05-31,,,,,,,,,,,,,,
1950-06-07,,,,,,,,,,,,,,
1950-06-14,,,,,,,,,,,,,,
1950-06-21,,,,,,,,,,,,,,
1950-06-28,,,,,,,,,,,,,,
1950-07-05,,,,,,,,,,,,,,
1950-07-12,,,,,,,,,,,,,,
1950-07-19,,,,,,,,,,,,,,
1950-07-26,,,,,,,,,,,,,,
1950-08-02,,,,,,,,,,,,,,
1950-08-09,,,,,,,,,,,,,,
1950-08-16,,,,,,,,,,,,,,
1950-08-23,,,,,,,,,,,,,,
1950-08-30,,,,,,,,,,,,,,
1950-09-06,,,,,,,,,,,,,,
1950-09-13,,,,,,,,,,,,,,
1950-09-20,,,,,,,,,,,,,,
1950-09-27,,,,,,,,,,,,,,
1950-10-04,,,,,,,,,,,,,,
1950-10-11,,,,,,,,,,,,,,
1950-10-18,,,,,,,,,,,,,,
1950-10-25,,,,,,,,,,,,,,
1950-11-01,,,,,,,,,,,,,,
1950-11-08,,,,,,,,,,,,,,
1950-11-15,,,,,,,,,,,,,,
1950-11-22,,,,,,,,,,,,,,
1950-11-29,,,,,,,,,,,,,,
1950-12-06,,,,,,,,,,,,,,
1950-12-13,,,,,,,,,,,,,,
1950-12-20,,,,,,,,,,,,,,
1950-12-27,,,,,,,,,,,,,,
1951-01-03,,,,,,,,,,,,,,
1951-01-10,,,,,,,,,,,,,,
1951-01-17,,,,,,,,,,,,,,
1951-01-24,,,,,,,,,,,,,,
1951-01-31,,,,,,,,,,,,,,
1951-02-07,,,,,,,,,,,,,,
1951-02-14,,,,,,,,,,,,,,
1951-02-21,,,,,,,,,,,,,,
1951-02-28,,,,,,,,,,,,,,
1951-03-07,,,,,,,,,,,,,,
1951-03-14,,,,,,,,,,,,,,
1951-03-21,,,,,,,,,,,,,,
1951-03-28,,,,,,,,,,,,,,
1951-04-04,,,,,,,,,,,,,,
1951-04-11,,,,,,,,,,,,,,
1951-04-18,,,,,,,,,,,,,,
1951-04-25,,,,,,,,,,,,,,
1951-05-02,,,,,,,,,,,,,,
1951-05-09,,,,,,,,,,,,,,
1951-05-16,,,,,,,,,,,,,,
1951-05-23,,,,,,,,,,,,,,
1951-05-30,,,,,,,,,,,,,,
1951-06-06,,,,,,,,,,,,,,
1951-06-13,,,,,,,,,,,,,,
1951-06-20,,,,,,,,,,,,,,
1951-06-27,,,,,,,,,,,,,,
1951-07-04,,,,,,,,,,,,,,
1951-07-11,,,,,,,,,,,,,,
1951-07-18,,,,,,,,,,,,,,
1951-07-25,,,,,,,,,,,,,,
1951-08-01,,,,,,,,,,,,,,
1951-08-08,,,,,,,,,,,,,,
1951-08-15,,,,,,,,,,,,,,
1951-08-22,,,,,,,,,,,,,,
1951-08-29,,,,,,,,,,,,,,
1951-09-05,,,,,,,,,,,,,,
1951-09-12,,,,,,,,,,,,,,
1951-09-19,,,,,,,,,,,,,,
1951-09-26,,,,,,,,,,,,,,
1951-10-03,,,,,,,,,,,,,,
1951-10-10,,,,,,,,,,,,,,
1951-10-17,,,,,,,,,,,,,,
1951-10-24,,,,,,,,,,,,,,
1951-10-31,,,,,,,,,,,,,,
1951-11-07,,,,,,,,,,,,,,
1951-11-14,,,,,,,,,,,,,,
1951-11-21,,,,,,,,,,,,,,
1951-11-28,,,,,,,,,,,,,,
1951-12-05,,,,,,,,,,,,,,
1951-12-12,,,,,,,,,,,,,,
1951-12-19,,,,,,,,,,,,,,
1951-12-26,,,,,,,,,,,,,,
1952-01-02,,,,,,,,,,,,,,
1952-01-09,,,,,,,,,,,,,,
1952-01-16,,,,,,,,,,,,,,
1952-01-23,,,,,,,,,,,,,,
1952-01-30,,,,,,,,,,,,,,
1952-02-06,,,,,,,,,,,,,,
1952-02-13,,,,,,,,,,,,,,
1952-02-20,,,,,,,,,,,,,,
1952-02-27,,,,,,,,,,,,,,
1952-03-05,,,,,,,,,,,,,,
1952-03-12,,,,,,,,,,,,,,
1952-03-19,,,,,,,,,,,,,,
1952-03-26,,,,,,,,,,,,,,
1952-04-02,,,,,,,,,,,,,,
1952-04-09,,,,,,,,,,,,,,
1952-04-16,,,,,,,,,,,,,,
1952-04-23,,,,,,,,,,,,,,
1952-04-30,,,,,,,,,,,,,,
1952-05-07,,,,,,,,,,,,,,
1952-05-14,,,,,,,,,,,,,,
1952-05-21,,,,,,,,,,,,,,
1952-05-28,,,,,,,,,,,,,,
1952-06-04,,,,,,,,,,,,,,
1952-06-11,,,,,,,,,,,,,,
1952-06-18,,,,,,,,,,,,,,
1952-06-25,,,,,,,,,,,,,,
1952-07-02,,,,,,,,,,,,,,
1952-07-09,,,,,,,,,,,,,,
1952-07-16,,,,,,,,,,,,,,
1952-07-23,,,,,,,,,,,,,,
1952-07-30,,,,,,,,,,,,,,
1952-08-06,,,,,,,,,,,,,,
1952-08-13,,,,,,,,,,,,,,
1952-08-20,,,,,,,,,,,,,,
1952-08-27,,,,,,,,,,,,,,
1952-09-03,,,,,,,,,,,,,,
1952-09-10,,,,,,,,,,,,,,
1952-09-17,,,,,,,,,,,,,,
1952-09-24,,,,,,,,,,,,,,
1952-10-01,,,,,,,,,,,,,,
1952-10-08,,,,,,,,,,,,,,
1952-10-15,,,,,,,,,,,,,,
1952-10-22,,,,,,,,,,,,,,
1952-10-29,,,,,,,,,,,,,,
1952-11-05,,,,,,,,,,,,,,
1952-11-12,,,,,,,,,,,,,,
1952-11-19,,,,,,,,,,,,,,
1952-11-26,,,,,,,,,,,,,,
1952-12-03,,,,,,,,,,,,,,
1952-12-10,,,,,,,,,,,,,,
1952-12-17,,,,,,,,,,,,,,
1952-12-24,,,,,,,,,,,,,,
1952-12-31,,,,,,,,,,,,,,
1953-01-07,,,,,,,,,,,,,,
1953-01-14,,,,,,,,,,,,,,
1953-01-21,,,,,,,,,,,,,,
1953-01-28,,,,,,,,,,,,,,
1953-02-04,,,,,,,,,,,,,,
1953-02-11,,,,,,,,,,,,,,
1953-02-18,,,,,,,,,,,,,,
1953-02-25,,,,,,,,,,,,,,
1953-03-04,,,,,,,,,,,,,,
1953-03-11,,,,,,,,,,,,,,
1953-03-18,,,,,,,,,,,,,,
1953-03-25,,,,,,,,,,,,,,
1953-04-01,,,,,,,,,,,,,,
